word,weight,number_of_words
jariji,-4,1
penghukuman arestasi,-4,1
mendidis,-4,1
mendidih,-3,1
membabat,-4,1
bersendi,-3,1
bukat,-3,1
sunam,-5,1
pengotoran,-4,1
garis,-3,1
mengejutkan,-4,1
menanggulangi,-3,1
tertubruk,-3,1
kukul,-4,1
jembatan,-3,1
sambaran,-4,2
tumandang,-4,1
begana-begini,-4,1
alamiah,-3,1
hantam kromo,-3,1
Anda,-4,1
babil,-5,1
berpuaka,-4,1
mengazabkan,-4,1
pikat,-4,1
melaknat,-4,1
berpura-pura,-4,1
lungkang,-4,1
bercura,-5,1
kasim,-3,1
meloya,-5,1
membembam,-4,1
mengedut,-3,1
bertelimpuh,-4,1
cobaan,-4,1
hengkang,-3,1
akreditasi,-5,1
mendarat,-3,1
leler,-5,1
senior,-5,1
menindas,-4,1
dompleng,-3,1
dahiat,-3,1
menyemak,-5,2
menggeligis,-4,1
minimal,-3,1
menggarit,-3,1
haru biru,-3,1
cempung,-3,1
memadatkan,-5,1
parlemen,-5,1
tanggungan,-3,1
ceruk,-5,1
talenan,-5,1
odoh,-3,1
budek,-3,1
jaruman,-4,2
barbar,-3,1
tampuk,-4,1
sobek,-3,1
berperang hati,-3,1
kebingungan,-4,1
peniti,-5,1
munding,-3,1
letup,-5,1
letus,-3,1
modar,-3,1
berduyun-duyun,-3,2
menengking,-3,1
mengayun,-4,1
menempel,-5,1
singkat akal,-4,1
menyalak,-4,1
kebun,-4,1
hasad,-3,1
penyanggah,-3,2
ziarah,-3,1
menggilas,-3,1
selektif,-3,2
anak cucu,-4,1
bergelegak,-3,1
muntup,-4,1
berbadan dua,-3,1
mengudak,-4,1
alahan,-3,1
kekerasan,-3,1
kelamin,-3,1
mengoyok,-4,1
kunjung,-4,1
gelung,-5,1
berongga,-3,1
kelengar,-3,1
lopak-lapik,-5,1
setimpal,-4,1
mariyuana,-3,1
mahkamah,-4,1
bertaburan,-4,1
terjerohok,-4,1
ringkik,-4,1
caba,-3,1
anekdot,-3,1
tenggarang,-4,1
mengembus,-4,1
kobaran,-5,1
menggelingsir,-3,1
leduk,-5,1
serengit,-3,1
sentilan,-4,1
menggelinyau,-4,1
menggondol,-3,1
kelimut,-4,1
gorong-gorong,-3,1
aksa,-5,2
berdengus,-3,1
memikat,-5,1
serik,-3,1
otak ayam,-4,1
mengenyam,-5,1
membegal,-4,1
pengingkaran,-3,1
grup,-3,1
meruntun,-5,2
ua,-3,2
semua,-3,1
uber,-4,1
hinaan cacian,-3,1
benah hati,-3,1
luncas,-4,1
pengecoh,-3,1
darat,-5,1
syak,-3,1
lakon,-5,1
bergumam,-3,1
bimbang,-3,1
tengkoh,-4,1
mengorup,-3,1
cura,-3,1
pranatal,-4,2
berkerubung,-3,2
sepit,-3,1
uras,-3,1
beradu mulut,-3,1
boleh juga,-4,1
kulak,-5,1
cantrik,-4,1
titi,-5,1
bergerombol,-4,2
invalid,-4,1
betul,-5,1
yang,-3,1
besi tua,-4,1
brokat,-3,1
bercempera,-4,1
menggagalkan,-3,1
menilai,-3,1
khatimah,-5,1
argumen,-4,1
keropok,-4,1
draw,-4,2
terkuak,-3,1
beramuk,-4,1
membeslah,-4,1
cacing pita,-5,1
lelung,-4,1
tubuh,-4,1
batang,-3,1
beol,-4,1
caruk,-3,1
mencengkam,-5,1
kenan,-3,1
bagus,-5,1
berbanding,-3,1
carut,-4,1
sipongang,-4,1
membajak,-5,1
info,-5,1
ladang,-3,1
awur,-4,1
aiku,-3,1
berkhianat,-3,1
pasokan,-5,1
bergoyah,-5,1
menuntut,-4,2
cengger,-5,2
timpuk,-4,2
centang,-5,1
cacing palolo,-3,2
balik gagang,-3,1
cacing hitadid,-5,1
reaksi,-3,1
berlipat ganda,-4,2
melandai,-5,1
berkeping-keping,-3,1
mengagak-agak,-5,1
jalan layang,-3,1
gamat,-4,1
terkocok,-4,1
bentak,-5,1
berumpun,-5,1
bentan,-5,1
ngeang,-3,1
kematian,-4,1
miskin,-3,1
kesuraman,-3,1
pekuk,-3,1
asmara,-4,1
praduga,-3,1
merejeng,-3,1
berbiak,-3,1
trayek,-3,1
arik,-5,1
mewakili,-3,1
implikasi,-5,1
terpulang,-4,1
memosisikan,-3,1
demonstrasi,-5,2
mengambang,-4,1
kepenatan,-3,1
kekecewaan,-5,1
caci maki,-3,1
menangkal,-5,1
membandingkan,-4,1
travesti,-4,1
memangku,-5,2
fatal,-5,1
celih,-4,1
manasuka,-4,1
perang mulut,-4,1
peradam,-3,1
bertasyakur,-4,1
goyang,-4,1
menyayung,-3,1
embah,-3,1
sabil,-4,1
terpuruk,-3,1
manifestasi,-5,1
pembarut,-4,1
memantang,-4,1
sabit,-3,1
bahaya,-3,1
berbohong,-4,1
menaklukkan,-5,1
mengoleng,-4,1
beloon,-3,2
terkam,-4,1
horor,-5,1
lutu,-3,1
suka hati,-3,1
bantar,-3,1
akut,-3,1
mengikhtisarkan,-5,1
terguncang,-3,1
tanggul,-5,1
usak,-5,1
serampangan,-4,1
presentasi,-4,1
kikis,-4,1
comblang,-4,1
jalang,-5,1
menghasut,-4,1
polusi,-5,1
sumarah,-4,1
seleder,-5,1
firasat,-4,1
buncah,-3,1
yunior,-4,1
korup,-4,1
kabil,-4,1
kapuk,-5,1
fosil,-3,2
puaka,-5,1
ogel,-3,1
kecaman,-3,2
biji mata,-4,1
berbisa,-3,2
purbasangka,-4,1
soal jawab,-4,1
kafe,-5,1
menampakkan diri,-4,1
kecapan,-4,1
jarum,-3,1
awut-awutan,-3,1
terjepit,-4,1
tugal,-3,1
kicik,-3,1
bermesraan,-4,1
gelopak,-4,1
menyenangkan,-4,1
rekam,-4,1
mendapati,-4,1
kekhawatiran,-3,2
peretel,-4,2
ngotot,-4,1
kontak,-4,1
memanjatkan doa,-3,1
tutur kata,-5,1
bertunangan,-3,2
karangan,-4,1
bilik,-3,1
pertentangan,-4,2
tumbang vertikal,-5,1
serasi,-3,1
tersusul,-5,1
ikat rambut,-5,1
berperai-perai,-4,1
upah,-5,1
meleja,-5,1
mencebur,-4,1
ketenangan,-3,2
manggak,-5,1
menengkar,-4,1
getun,-3,1
si polan,-5,2
burai,-4,1
tengku,-4,1
kecantol,-4,2
bala bencana,-4,1
menceng,-3,1
berceloteh,-3,1
sesat pusat,-3,1
bendoro,-3,1
menipu,-3,1
aksioma,-3,1
ekor,-4,1
broker,-5,1
menghadiahkan,-3,1
berwarna,-3,1
mencerkau,-4,1
terempas,-3,2
ganda,-3,1
belas,-3,1
mengejar,-4,1
tua bangka,-4,1
walau,-5,1
jelas,-4,1
penggali,-5,1
daki,-4,1
pembudayaan,-3,1
bulan-bulanan,-3,1
menyesalkan,-4,1
menghancurluluhkan,-3,1
bahtera,-4,1
jiplak,-4,1
dedemit,-3,2
pembelit,-4,1
janggal,-3,1
bertingkuh,-3,1
menaruh syak,-3,1
kepincangan,-5,1
sudi,-5,1
meraut,-4,1
berdesakan,-3,1
penghalang,-4,1
penis,-4,1
urgen,-5,1
memidana,-4,2
badai,-4,1
seringing,-4,1
jajah,-3,1
anak bukit,-5,1
merisak,-5,1
redang,-5,1
salak,-3,1
ancai,-4,1
menyawar,-3,1
terambau,-5,1
rida,-4,1
berhujah,-3,1
wejangan,-3,2
sosi,-4,1
gembol,-4,1
sirkuler,-4,1
timah panas,-3,1
aru-aru,-5,1
menukik,-5,1
lorong,-3,1
mempertaruhkan,-3,1
roda,-3,1
daras,-3,1
menggadaikan,-4,1
sudu,-5,1
jeran,-3,1
memegat,-3,1
menegangkan,-3,1
slip,-4,1
hangat,-5,1
menjerit,-4,1
hisap,-5,1
terpojok,-3,1
silu,-5,1
pentung-pentungan,-4,1
deraan,-4,1
talas,-3,1
menggebos,-3,1
berdusta,-4,1
cuai,-3,1
berpencaran,-3,1
resap,-4,1
menjelek-jelekkan,-4,1
usul,-4,1
sepenuhnya,-4,1
tedak,-3,1
pales,-4,1
mendesak,-5,1
menggempur,-4,1
rintik,-4,1
solokan,-3,1
brengsek,-3,1
menggaduhkan,-5,1
hawa,-4,1
sulalah,-3,1
membatasi,-4,1
ranyah,-4,1
menjunam,-4,1
terjang,-3,1
alkisah,-3,1
merandu,-4,1
gulana,-3,1
kromatis,-4,2
belaian,-5,1
menggigih,-3,1
obral,-4,1
bergurau senda,-4,1
batal,-4,1
batas,-3,1
gelagat,-5,1
gegetun,-4,1
menggali-gali,-4,2
berawan,-3,1
cecap,-3,1
melepek,-4,1
pegal hati,-3,1
wedus,-5,1
penyangga,-5,1
penyertifikatan,-4,1
banyak,-3,1
butut,-3,1
rendah,-4,1
memerusa,-4,1
ciuman,-3,1
plongah-plongoh,-3,2
sobat,-3,1
penanggalan,-3,1
wawa,-5,1
beradu lidah,-4,1
memorakporandakan,-3,1
lengkap,-4,2
butuh,-5,1
murka,-3,1
mengandung,-3,1
ikat janji,-3,1
dungu,-4,1
terlulur,-5,1
kelati,-4,1
raba,-4,1
menuju,-4,1
menjamin,-4,1
engkau,-5,1
mencempung,-3,1
perantara,-3,1
buhuk,-3,1
semprotan,-4,1
bergosokan,-5,1
lindap,-4,1
sungguhpun,-5,1
auta,-3,1
harap-harap,-4,1
geretan,-4,1
ingar,-3,2
labuda,-5,1
nihil,-5,1
selokan,-5,1
juru damai,-4,1
berhantaran,-4,1
kelesuan,-3,1
suram,-5,1
titian,-3,1
surah,-3,1
menghukumkan,-5,2
amburadul,-4,1
ceceran,-3,1
mencoret,-5,1
buang air,-3,2
pemerasan,-4,1
mencekuh,-3,1
langka,-3,1
riang gembira,-5,1
ambalan,-4,1
bentang,-5,1
mengentak,-3,1
keributan,-3,1
terhambat,-5,1
menodai,-3,1
berguyub,-3,1
globe,-4,1
cerai-berai,-3,1
randek,-5,1
segera,-5,1
lerak,-4,1
banal,-5,1
bogem,-3,1
kritik,-5,1
menir,-4,1
menerjunkan,-5,1
kehampaan,-5,1
menyangkak,-4,1
menggelisahi,-3,1
ladah,-3,1
calit,-3,1
terlanggar,-3,1
bertumbangan,-3,1
mengeruh,-5,1
menginjeksi,-3,1
bangang,-5,1
tunjangan,-5,1
residivis,-5,1
deras,-4,1
kritis,-5,1
bersekutu,-4,1
bobot,-3,1
terperuk,-3,1
lajat,-4,1
benar,-4,1
berlinang,-4,1
celonok,-3,1
bertamu,-4,1
kaus,-3,1
membuncahkan,-5,1
kewalahan,-5,1
kernyih,-3,2
mudik,-3,1
melankoli,-4,1
hardikan,-4,1
kanak-kanak anyir,-4,1
menimbang,-5,1
menyatu,-4,1
meragu,-5,1
berdasarkan,-4,2
mencirit,-3,1
lungse,-5,1
cerabah,-3,1
orang halus,-3,1
bufer,-3,1
mengabar,-5,1
sempurna,-4,1
kerajaan,-3,1
bimbing,-5,1
buas,-4,1
berkuat,-3,2
belit,-3,1
tertanam,-3,1
sajen,-5,1
anak penak,-3,2
liplap,-4,1
kocok,-3,1
cacian,-3,1
zat pemabuk,-4,1
gamak,-5,1
retas,-3,1
pariwara,-4,1
gamam,-3,1
aru,-4,1
terlewat,-4,1
tenggang,-5,1
menyedot,-5,1
adegan,-3,1
capak,-5,1
kufur,-3,1
capai,-5,1
kerbau,-4,1
bercak,-4,1
lumer,-4,1
layak,-4,1
menyirapkan,-3,2
menyelak,-5,2
kumbang,-3,1
vagina,-3,1
ulasan pers,-5,1
gulung tikar,-4,1
mengabsorpsi,-5,1
cabik,-3,1
kelatahan,-3,1
berpuak-puak,-4,1
memberhentikan,-4,1
mengekol,-3,1
seladang,-3,1
ihwal,-5,1
cendekia,-3,1
gohong,-3,1
mengubur,-3,1
amandel,-4,1
kepetangan,-4,1
berpasangan,-5,1
kelompang,-3,1
selesai,-4,1
berteraskan,-5,1
udi,-5,1
tilas,-3,1
sakit-sakitan,-5,1
asal-asalan,-5,1
hampa,-3,1
pembendung,-3,2
melenyapkan,-5,1
timburu,-3,1
menampel,-4,1
tepian mata,-4,1
menangap,-4,1
sediaan,-3,1
paralelogram,-3,1
labrak,-5,1
cerita,-5,1
belanja,-3,1
unam,-3,2
cema,-5,1
idap,-5,1
perban,-3,2
lipat dua,-5,1
boksen,-4,1
pijat-pijat,-5,1
menyambung nyawa,-3,2
pampat,-5,2
minhaj,-5,1
defekasi,-3,1
abdi negara,-5,1
lalat hijau,-3,1
membawat,-3,1
mengirap,-3,2
mengirat,-3,1
asah,-3,1
menolok,-4,1
beranak cucu,-5,1
perlina,-3,1
mil,-4,1
terban,-4,1
bunda,-4,1
pengesahan,-4,1
anglo,-3,1
membongkar,-5,1
krista,-4,1
hitam,-3,1
blobor,-4,1
merampus,-4,1
jari,-5,1
menghembalang,-3,1
destar,-3,1
mencekak,-3,1
cemburu,-3,1
resonansi,-4,2
gurun,-4,2
tumpul,-3,2
guruh,-3,1
induk semang,-3,1
bergerombolan berkawanan,-4,1
kepala udang,-5,1
pancaran,-4,1
sendal,-3,1
bosun,-4,1
gurub,-4,1
batuk-batuk,-3,1
ovipositor,-5,1
intrinsik,-3,1
dadah,-4,1
awi,-4,1
tumpur,-3,1
putau,-4,1
ampai,-4,1
ifrit,-5,1
lengkur,-5,1
menyelentik,-4,1
embal,-5,1
melahap,-4,1
jangkit,-5,1
mencampurbaurkan,-3,1
bencana,-5,1
berparak,-5,1
tunasusila,-3,1
ampas,-4,2
meralip,-3,1
kepalan,-4,1
berharap,-3,1
mulut gatal,-4,1
mencucuk,-3,1
menggalakkan,-5,1
tangkapan,-3,1
mengusap,-3,1
anak-anakan,-3,1
menghardik,-4,1
kejernihan,-3,1
beralih,-4,1
pendongkrak,-3,1
menundukkan,-3,1
cukupan,-3,1
timpang,-3,1
nis-,-3,1
liwa,-3,1
peng-antara,-4,1
ceker,-4,1
memvonis,-4,1
belinjo,-3,1
meracik,-3,1
mendasar,-4,1
rompoh,-4,1
sulfur,-4,1
terpancang,-4,1
terkencar-kencar,-4,1
menghantui,-5,1
bangkit,-5,2
lela,-3,1
silap,-5,1
gemal,-5,2
habis akal,-5,1
kidib,-3,1
menyelidiki,-4,1
kabar burung,-3,1
gemas,-3,1
perdebatan,-4,1
silam,-5,2
pemberian,-3,1
pengangkatan,-4,1
histeris,-4,1
tegur ajar,-4,1
berkorban,-3,1
merindingkan,-3,2
lali,-4,1
kemamang,-5,1
cepat,-4,1
garis bawah,-5,1
incang-incut,-4,1
memikul,-5,1
menarik,-3,1
meningkah,-5,1
ganar,-3,1
ganas,-4,1
mengesup,-5,1
bir,-3,1
influensa,-3,1
terhindar,-4,1
durjana,-5,2
tabrak,-3,1
biarpun,-4,1
setek,-3,1
kantong perut,-4,1
menconteng,-3,1
pelesit,-3,1
lumut,-3,1
menyimpang,-5,1
berkawan,-3,1
dialog,-5,1
ujung,-3,1
ikat,-4,1
meneguhkan,-3,1
pengiriman,-3,1
lepasan,-3,1
khasi,-4,1
jenaka,-4,1
mencalit,-5,1
goncang,-5,1
bergumul,-3,1
membencanai,-3,2
gelisah,-5,1
redam,-5,1
kenestapaan,-3,1
sidik midik,-3,1
stagnasi,-4,1
lingkup,-3,2
blaster,-3,1
merentak,-4,1
bertubrukan,-4,1
penuh sesak,-4,3
kakas,-3,1
celomok,-5,1
terpaut,-3,1
cacing rambut kuda,-4,1
moncong,-3,1
sentakan,-3,1
bergesel,-3,1
rempak,-4,1
bangsawan,-4,1
bergesek,-3,1
kukur,-3,1
diskredit,-5,1
kelam,-3,1
bujukan,-3,1
mengamput,-4,1
jahit,-3,1
adil,-4,1
penyalut,-4,1
terpukul,-4,1
teralienasi,-3,2
kukuh,-3,1
bergeser,-3,1
biasa,-5,1
tali jantung,-4,1
bertitikan,-3,1
berlengkesa,-5,1
durkarsa,-4,1
sesat,-4,1
puncak,-5,1
puatang,-4,1
tangkas,-5,1
komunikasi,-3,1
pusang,-4,1
sempelah,-4,1
menurunkan,-3,1
berbakti,-3,1
menguntungkan,-4,1
romong,-3,1
morat-marit,-5,1
terpacak,-4,1
jalur,-4,1
gebu,-5,1
tekak,-4,1
murca,-4,1
lisut,-3,1
mencemplung,-5,1
distingsi,-5,1
gerobak,-4,1
buletin,-4,1
berlalu,-3,1
kekecohan,-5,2
teologis,-4,1
menjeramah,-3,1
menjiplak,-3,1
garwa ampil,-4,1
mungil,-3,1
sumpit,-3,1
sara,-4,1
penganggur,-5,1
menggerenyam,-3,1
epigon,-3,1
merayau,-5,1
merentang-rentang,-3,1
merayap,-5,1
memipihkan,-3,1
berbantah,-4,1
aparat,-4,1
kucar-kacir,-4,1
berdaulat,-4,1
menyaman,-3,1
krisis,-4,2
pengap,-3,1
adon,-4,1
spektakel,-3,1
keras kepala,-3,2
menyeruput,-3,1
lawas,-4,1
cagaran,-3,1
padang pasir,-3,1
minim,-3,1
menyingkapkan,-3,1
terserak,-5,1
selebaran,-4,1
terbuka,-3,1
meleting,-4,1
menggarong,-4,2
berbeda,-3,1
cembung,-3,1
kuwur,-4,1
cerita rekaan,-4,1
tercengang-cengang,-4,1
agar,-5,1
bosman,-3,1
sama-sama,-5,1
kebisuan,-3,1
domot,-4,1
keterlibatan,-4,2
sirna,-3,1
aba-aba,-5,2
karavan,-5,1
suka mengganggu,-3,1
terluang,-3,1
memenggal lidah,-3,1
ekofraksia,-3,1
baterai,-4,1
pertiwi,-3,2
penelik,-5,1
kelebihan,-3,1
menggeramus,-4,1
sayu rawan,-3,1
menyepuk,-5,1
sajak,-4,1
prosa,-4,1
berkupak,-4,1
cerna,-4,1
cemoohan,-4,1
menggila,-5,1
beleter,-4,1
menjahatkan,-5,1
anom,-5,1
begal,-3,1
tarekat,-5,1
rawak,-4,1
tupai,-3,1
kasemat,-4,1
rawan,-4,1
abnormalitas,-3,1
mencukupi,-3,1
jalanan,-4,1
cemuas,-5,1
dam,-4,1
ekspirasi,-3,1
menyinggang,-4,2
mengimbangi,-5,1
penarung,-4,1
merasi,-4,1
cacing gelang-gelang,-3,1
ludes,-3,1
pedas,-3,1
pedar,-5,2
waswas,-3,1
menonjok,-5,1
aju,-5,1
buang hajat,-4,1
membosankan,-4,1
bala,-3,1
ketaksaan,-3,1
rombengan,-3,1
pemerdaya,-5,1
memarap,-4,1
larat,-3,1
pelor,-3,1
gastroenterologi,-3,1
bangbung,-3,1
membentur,-5,1
karang,-4,1
ongok,-3,2
tersaku,-3,1
menagak,-4,2
safih,-3,2
tulang punggung,-5,1
berpijar,-5,1
mengganas bercabul,-5,1
titisan darah,-3,1
jaras,-5,1
menghentikan,-3,1
rengsa,-4,1
menyerang,-3,2
jawab,-3,1
kalimat,-5,1
membeset,-3,1
jantung hati,-3,1
cuca,-3,1
bebel,-5,1
sukaria,-5,1
konveks,-4,1
beli,-5,1
histeria,-3,1
menahan,-3,1
mengonsumsi,-4,2
beterjunan,-4,1
menguyuh,-4,2
komunitas,-4,1
silang sengketa,-3,1
berbenturan,-4,2
korek api,-5,1
lambat-lambat,-3,1
adu,-3,1
pemantik api,-3,1
bulus,-3,1
detak,-4,1
tergolong,-4,1
besot,-3,1
resultan,-3,1
perhiasan,-5,1
mengerubuti,-4,1
buluh,-3,1
nira,-3,1
resurjensi,-4,1
tonton,-5,1
tiup,-3,1
merenungi,-4,1
melalap,-4,1
muring,-4,1
kepercayaan,-4,1
geletar,-3,1
bertengkaran,-5,1
iringan,-3,1
menyeka,-4,1
menyelekehi,-3,1
cincong,-5,1
penghilangan,-3,1
melalah,-4,1
melalak,-4,1
bingit,-4,1
ronggang,-3,2
tunggakan,-4,2
kisi-kisi,-4,1
rumbing,-3,1
lahir kembali,-5,1
lenyap daratan,-3,1
jenazah,-3,1
pagi,-5,1
candal,-3,1
canda,-4,1
bercat,-4,1
isi,-5,1
puspamala,-4,1
gempil,-3,1
membeber,-4,1
kritikan,-3,1
tetas,-4,1
baret,-3,1
mencekam,-3,1
pengikat,-3,1
mengaduk,-3,1
supaya,-4,1
dakap,-3,1
kelelahan,-3,1
kisi,-3,1
bergabung,-5,2
sadur,-4,1
bertempiar,-5,1
tuil,-4,1
silap mata,-4,1
dekat,-3,1
bantai,-3,1
melintang,-3,1
handai,-4,1
serutu,-4,1
pesawat,-3,1
empos,-4,1
gempur,-3,1
ganteng,-5,1
sambar,-5,1
mampu,-3,1
bedeng,-3,1
berguncang,-5,1
kelompok,-4,1
menyilam,-3,1
belam,-4,1
usah,-4,1
belai,-4,1
cegat,-3,1
merajalela,-4,1
lancut,-4,1
tertabrak,-3,1
tampil,-4,1
tampik,-4,1
penipu,-4,1
mengganjarkan,-3,1
kereseng,-3,1
tikai,-4,1
bermoral,-4,1
sasana,-4,1
meliputi,-3,1
restoran,-5,1
iris,-3,1
bisul,-3,1
palka,-3,1
kejorokan,-3,1
lembu,-5,1
sarung,-3,2
menafakurkan,-5,1
gundal,-4,1
berbalik,-4,2
teliti waskita,-5,1
gundah,-5,1
yuwaraja,-4,2
cacing kentar,-3,1
bangkrut,-4,1
berusuh,-3,1
terbang pikiran,-4,1
kera,-5,1
pacak,-3,1
berpacaran,-3,1
cengkedi,-5,1
menyanggupi,-3,1
cocor,-3,1
menyolidkan,-3,1
kampungan,-4,1
ayal,-5,1
bahan,-3,1
bersuka-suka,-4,1
nuzul,-5,1
teriris,-4,1
berjejal-jejal,-3,2
jejap,-5,1
belang,-3,1
teragung,-5,1
alat negara,-5,1
banci,-4,1
mengingsar,-3,1
bertikai,-5,1
hancai,-3,1
menggemuruh,-5,1
menuguri,-3,1
mulus,-4,1
kitab,-4,1
ilat,-5,2
sempuras,-3,1
menyelar,-5,1
menyadran,-5,1
mencium tanah,-4,2
mangkir,-4,1
pasukan,-5,1
berantakan,-5,1
bacar mulut,-3,1
menguit,-4,1
kemesuman,-4,1
gamblang,-4,1
berkemam,-4,1
berkemal,-3,1
berkeluarga,-3,1
bersalahan,-4,1
mambang,-3,1
pengetam,-4,1
mengecewakan,-5,1
lalai,-4,1
ragu-ragu,-5,1
kuning,-5,1
gaib,-3,1
gilas,-5,1
ajuk,-3,1
sesalan,-5,1
menerjang,-3,1
mengempang,-5,1
mengencang,-3,1
kenistaan,-5,1
mengazab,-4,1
beloh,-3,1
berkenalan,-3,1
belot,-4,1
mengguncangkan,-4,1
meronta,-3,1
melenceng,-5,1
menyapu-nyapu,-3,1
kecut,-5,1
ekspres,-4,1
jeblok,-4,1
mengerinyau,-3,1
gertak,-4,1
berkurap,-4,1
buari,-3,1
mendekap,-3,2
duri,-4,1
mendakwa,-3,1
kanji,-5,1
berperang mulut,-3,1
bermula,-5,1
dura,-5,1
alku,-3,1
menyampuk,-5,1
lelap,-5,1
terselubung,-5,2
meleset,-3,1
kepompong,-3,1
tercelampak,-3,1
lubang jarum,-3,1
kurbal,-4,2
menghinggut,-4,2
gegar,-3,1
melelapkan,-3,1
jalan setapak,-5,1
jalan tikus,-4,1
sentong,-4,1
balai,-4,1
tangis,-3,2
kejangkitan,-4,1
meteor,-4,1
menyunggit,-4,1
batu loncatan,-3,1
bondong,-4,1
gerenyot,-4,1
menghitamkan,-3,1
berlebih,-4,1
derum,-5,1
memberangsangkan,-3,1
genap,-3,1
mencoreng,-4,2
musnah,-4,1
memijak,-3,1
nona,-4,1
cerita anak,-3,1
menggerinjam,-5,1
keseleo,-5,1
grecok,-3,1
menyorong,-3,1
kecerobohan,-3,1
genah,-3,1
mengemu,-5,1
terselip,-5,1
hubung,-5,1
fakta,-5,1
rembas,-5,1
rampak,-5,1
tengkingan,-5,1
terpencil,-4,1
kepinding,-3,1
kekeliruan,-3,1
abar-abar,-5,1
leyu,-4,2
sebanding,-4,1
gebos,-4,2
pilak,-3,1
cacing keremi,-4,1
nyenyeh,-5,1
kantong kering,-3,2
penggaruk,-5,1
senewen,-5,1
menetapkan,-5,1
kacang botor,-5,1
anjing,-5,1
anjiang,-5,1
anjir,-5,1
anjay,-5,1
asu,-5,1
asoe,-5,1
babi,-5,1
biadap,-5,1
biji,-5,1
bajingan,-5,1
banci,-5,1
bangsat,-5,1
bego,-5,1
bengak,-5,1
berak,-5,1
bokong,-5,1
bodoh,-5,1
bongak,-5,1
edan,-5,1
fak,-5,1
fuck,-5,1
fakboi,-5,1
fap,-5,1
gigolo,-5,1
goblok,-5,1
gila,-5,1
gilo,-5,1
homo,-5,1
jablay,-5,1
jalang,-5,1
jancuk,-5,1
kampret,-5,1
kafir,-5,1
kontol,-5,1
koruptor,-5,1
kentot,-5,1
kunyuk,-5,1
kufar,-5,1
kimak,-5,1
laknat,-5,1
lonte,-5,1
maho,-5,1
memek,-5,1
monyet,-5,1
ngentot,-5,1
pantat,-5,1
pantak,-5,1
pantek,-5,1
pecun,-5,1
pelakor,-5,1
pelacur,-5,1
perek,-5,1
peler,-5,1
pepek,-5,1
pukimak,-5,1
setan,-5,1
syaithon,-5,1
saiton,-5,1
shit,-5,1
sial,-5,1
sialan,-5,1
sinting,-5,1
sintiang,-5,1
silit,-5,1
sontoloyo,-2,1
tai,-5,1
telek,-5,1
tolol,-5,1
