word,weight,number_of_words
anti,-2,1
gabole,-2,1
simpanan,-3,1
ganggu,-4,1
sentimen,-3,1
berperang,-4,1
santunan,-2,1
kerelaan,-2,1
mulut,-1,1
boro,-2,1
kasam,-3,1
kepencet,-2,1
bantet,-3,1
sin,-1,1
kesumat,-4,1
bokek,-5,1
muncikari,-5,1
menipis,-3,1
asusila,-5,1
stop,-3,1
menciut,-3,1
bengkak hati,-3,2
kekosongan,-3,1
dendam,-5,1
gaenak,-3,1
susahnya,-3,1
mucikari,-5,1
maapkan,-3,1
vulgar,-3,1
ndut,-4,1
menurun,-3,1
kehilangan,-4,1
kecoa,-3,1
pokonya,-2,1
gituan,-3,1
ratapan,-3,1
kesepian,-4,1
pesan,-3,1
bergelanggang,-3,1
bersalah,-4,1
kampit,-1,1
menunggunya,-2,1
mendengu,-3,1
gaje,-3,1
sakitnya,-4,1
kesenjangan,-4,1
cedih,-3,1
menjauhkan,-4,1
jijik,-5,1
putus,-5,1
nyakitin,-5,1
ngadu,-3,1
najis,-4,1
kzl,-5,1
ego,-3,1
geli,-2,1
memaklumi,-2,1
kambing,-3,1
diblock,-4,1
crash,-4,1
menyampah,-4,1
maruk,-3,1
perangsang,-3,1
abaikan,-2,1
ninggalin,-4,1
otaknya,-2,1
mengerti,-2,1
renggang,-3,1
tewas,-5,1
amarah,-5,1
meradang,-4,1
melek,-2,1
kenal,-2,1
buangan,-4,1
nyangka,-3,1
dilupain,-4,1
kebo,-4,1
nyasar,-4,1
terungkap,-3,1
bocor,-4,1
terekspos,-4,1
mengusai,-2,1
pensiun,-3,1
dibully,-5,1
kontol,-5,1
mimpiin,-2,1
susila,-2,1
begadang,-3,1
eks,-3,1
mudarat,-5,1
delete,-3,1
cerewet,-5,1
berahi,-5,1
patah,-4,1
jerawat,-3,1
bawel,-4,1
pudar,-3,1
teganya,-4,1
menghilang,-3,1
hamburan,-3,1
rongsokan,-3,1
gairah,-2,1
mengasihi,-2,1
mencret,-4,1
mamam,-3,1
iluminasi,-3,1
selingkuhan,-5,1
jones,-3,1
banyak bicara,-3,2
hapus,-3,1
mantan,-3,1
iseng,-3,1
zakar,-3,1
air liur,-2,2
berengsek,-5,1
laporin,-3,1
pelecehan,-5,1
berenti,-3,1
syahwat,-2,1
tinggikan,-2,1
penat,-2,1
nyinyir,-4,1
bercerai-berai,-5,1
igau,-3,1
kenapasih,-3,1
nyesek,-4,1
rahasia,-2,1
anjay,-3,1
penyumbat,-3,1
letih,-3,1
ucek,-3,1
lelah,-3,1
gila,-5,1
tamat,-4,1
tersingkap,-3,1
konco,-3,1
balesnya,-2,1
pantesan,-2,1
erotis,-4,1
curi,-5,1
beperkara,-4,1
kutuk,-5,1
hilang ingatan,-4,2
anjuran,-2,1
bersitegang,-4,1
buah bibir,-2,2
teriak,-2,1
cegah,-2,1
mengerem,-2,1
tiri,-2,1
kerut merut,-3,2
rabies,-4,1
serapah,-4,1
berdiam,-3,1
menangkap,-3,1
emosi,-4,1
teriakan,-4,1
mengutil,-4,1
keteledoran,-4,1
menjarah,-4,1
menjarak,-3,1
paksa,-4,1
relung,-2,1
heula,-2,1
atut,-2,1
perpegangan,-2,1
congkel,-4,1
keinget,-2,1
sumpah,-3,1
membanding,-3,1
gempal,-2,1
menghambat,-3,1
menyakitkan,-4,1
asam,-2,1
mengaur,-3,1
traumatis,-4,1
pingsan,-3,1
latihan,-2,1
mengekang,-4,1
mencomot,-4,1
tembak-menembak,-5,1
ngamen,-3,1
tenggelem,-3,1
genangan,-2,1
menderita,-5,1
kasihan,-3,1
nyamuk,-1,1
berkeras hati,-3,2
dibuang,-3,1
bertunas,-2,1
bad,-4,1
menanggung,-2,1
gatal,-3,1
seram,-4,1
jleb,-3,1
mengotot,-4,1
pemisah,-3,1
idih,-3,1
memperbandingkan,-3,1
badung,-4,1
blokir,-3,1
perkutut,-3,1
ngeri,-4,1
egois,-5,1
kubang,-3,1
abg,-2,1
meninggi,-2,1
hama,-3,1
hambat,-4,1
digituin,-2,1
nyariin,-2,1
ngarep,-2,1
ngeluh,-4,1
sisa,-4,1
dimakan,-2,1
menggelapkan,-4,1
bolong,-3,1
awal,-2,1
merinding,-3,1
rinding,-3,1
tembam,-4,1
tersentuh,-2,1
kontaminasi,-4,1
hate,-5,1
dalem,-2,1
salahku,-4,1
kelembaman,-3,1
tempik,-4,1
tendang,-3,1
penghabisan,-3,1
desah,-3,1
cuekin,-3,1
pikun,-4,1
kelu,-3,1
tinggalkan,-3,1
miris,-4,1
primitif,-4,1
typonya,-3,1
berburu,-3,1
merampok,-5,1
ringkus,-5,1
membesar,-2,1
diketawain,-4,1
nyeri,-4,1
hack,-4,1
terminasi,-3,1
sedih,-5,1
henti,-4,1
melupai diri,-3,2
pengeluaran,-3,1
dikangenin,-2,1
gapuk,-3,1
membendung,-3,1
nyerah,-3,1
merebut,-3,1
edan,-3,1
jerit,-3,1
merampas,-4,1
nabrak,-4,1
menilap,-4,1
pekik,-5,1
ngiler,-3,1
maghrib,-2,1
mencatut,-3,1
sebab,-2,1
mencaplok,-3,1
rindunya,-2,1
meramalkan,-2,1
ingetin,-2,1
menggemparkan,-2,1
membopong,-3,1
seksi,-3,1
addict,-3,1
fail,-5,1
endus,-3,1
pendek,-2,1
kepindahan,-3,1
duet,-2,1
guram,-2,1
diusir,-4,1
tekanan mental,-4,2
menghirukkan,-4,1
mewek,-5,1
trauma,-5,1
unmood,-3,1
membekap,-3,1
ngerasain,-2,1
ejekan,-4,1
bajak,-4,1
memusingkan,-4,1
week,-4,1
menggodai,-3,1
gajih,-2,1
ketinggian,-2,1
bermohon,-2,1
bolos,-3,1
hiruk-pikuk,-3,1
pengguguran,-3,1
olok-olok,-5,1
terperengah,-3,1
mantannya,-3,1
mengumbar,-3,1
krg,-2,1
berkabut,-3,1
layuh,-3,1
kelainan,-4,1
unfollow,-2,1
risiko,-3,1
kedinginan,-3,1
ancaman,-4,1
batuk,-4,1
sembarangan,-4,1
ngadepin,-2,1
dalang,-3,1
menggegerkan,-3,1
mengacau,-4,1
pinggul,-3,1
tumben,-2,1
kurusuhan,-4,1
sindiran,-3,1
redup,-3,1
kentut,-2,1
mainin,-2,1
musuhan,-4,1
qada,-2,1
gabakal,-4,1
abu-abu,-2,1
hoax,-5,1
emergensi,-4,1
seenaknya,-4,1
muak,-5,1
mual,-5,1
memburu,-4,1
acak-acakan,-5,1
close,-2,1
menegur,-3,1
menyusahkan,-5,1
meributkan,-4,1
tbc,-3,1
shy,-3,1
mencemaskan,-3,1
paranormal,-2,1
merecoki,-3,1
demo,-3,1
lost,-3,1
gangguin,-3,1
melankolis,-2,1
kabut,-2,1
kabur,-2,1
protes,-3,1
melupakanmu,-3,1
mengusili,-3,1
jealous,-3,1
ketularan,-4,1
grogi,-4,1
keburukan,-5,1
batuk kering,-3,2
berpasrah,-2,1
tauk,-3,1
mengganggu,-4,1
tersengal-sengal,-4,1
kejut,-3,1
gelegak,-3,1
malapateka,-3,1
debar,-3,1
menghebohkan,-3,1
membolos,-3,1
kegedean,-2,1
muram,-4,1
sotoy,-4,1
ampuni,-2,1
derai,-3,1
nyalahin,-4,1
mafia,-5,1
sesambat,-3,1
benci,-5,1
enek,-4,1
gaakan,-2,1
keterlaluan,-5,1
penutupan,-2,1
terkapah-kapah,-2,1
kecelakaan,-5,1
menjahili,-3,1
menggerecoki,-4,1
kolera,-4,1
ganjal,-3,1
guncangan,-2,1
tandanya,-2,1
sogok,-4,1
penyimpangan,-4,1
bhay,-3,1
bersimbah,-3,1
saum,-2,1
cacing karawit,-3,2
ringkas,-2,1
yalord,-2,1
cemeti dewa,-2,2
nyesal,-4,1
narkotika,-4,1
syedi,-4,1
standar,-2,1
bangett,-2,1
beud,-2,1
gagah,-1,1
cabean,-3,1
tiduran,-2,1
menyunu,-2,1
senengnya,-1,1
kuyup,-3,1
mengalami,-3,1
berkelir,-3,1
berhati-hati,-2,1
menata,-2,1
ngomong,-2,1
terluka,-5,1
belia,-2,1
albumnya,-2,1
comel,-1,1
kesibukan,-3,1
mengasuh,-2,1
alah,-4,1
hadeh,-4,1
seenak,-4,1
udeh,-3,1
tergeluncur,-3,1
remaja,-2,1
akuan,-3,1
image,-2,1
bawain,-3,1
puasa,-2,1
berkerut,-2,1
cacing jantung,-4,2
cacing ginjal,-4,2
brutal,-5,1
hamster,-3,1
diajarin,-3,1
luda,-3,1
giniin,-2,1
menyuap,-3,1
tetiba,-3,1
beginian,-3,1
menebat,-3,1
menebak,-2,1
amatin,-2,1
diliatin,-3,1
kemiripan,-2,1
cacing gilig,-4,2
memperapikan,-2,1
senonoh,-5,1
garuk,-3,1
bisain,-2,1
timang,-1,1
insane,-4,1
sambel,-2,1
gjd,-3,1
kemaluan,-3,1
kualat,-4,1
terselulur,-2,1
penyakit,-4,1
memangnya,-2,1
gersang,-3,1
ditolak,-4,1
menjilat-jilat,-2,1
jahatin,-3,1
cacing hati,-2,2
babu,-5,1
mengabaikan,-3,1
menyedihkan,-4,1
menimpa,-3,1
guncang,-3,1
kontroversi,-4,1
mblo,-3,1
bagaimana pun,-2,2
gakuat,-3,1
poor,-4,1
mata-mata,-3,1
kenapaaa,-3,1
pikulan,-2,1
lau,-2,1
tergelicik,-3,1
menjilat,-3,1
selir,-4,1
yaoi,-5,1
ngidam,-2,1
napsu,-3,1
zalim,-5,1
tergelingsir,-3,1
bau kencur,-4,2
alergi,-3,1
kodok,-2,1
drop,-3,1
xx,-1,1
belikan,-1,1
menyundut,-3,1
pengangguran,-4,1
pataka,-3,1
menyepelekan,-4,1
berkurang,-3,1
siapanya,-2,1
mahh,-3,1
gamungkin,-3,1
matiin,-2,1
perbantahan,-3,1
nape,-3,1
selagi,-2,1
lagak,-2,1
cacing gila,-4,2
eek,-5,1
malesin,-4,1
anak bawang,-2,2
dinistain,-4,1
yahhh,-3,1
meloloh,-3,1
persekongkolan,-3,1
bokep,-5,1
jahatnya,-4,1
seksologis,-2,1
claim,-3,1
candu,-3,1
mumpung,-3,1
cemberut,-4,1
lepek,-4,1
jangann,-3,1
gilak,-4,1
tergulir,-3,1
boros,-5,1
pengganti,-3,1
berair,-1,1
jujur,-1,1
akumah,-3,1
goodbye,-3,1
meski,-2,1
meskipun,-2,1
semena,-3,1
memanas-manasi,-3,1
curcol,-3,1
merajam,-5,1
kenyataannya,-2,1
keparat,-5,1
linggis,-4,1
menghanguskan,-3,1
kepleset,-4,1
badmood,-4,1
die,-4,1
malak,-4,1
indikasi,-2,1
kesiannya,-4,1
denyut,-2,1
terpeleset,-4,1
terselusur,-3,1
ihhhh,-3,1
bobroq,-4,1
tuyul,-4,1
meremehkan,-5,1
digantung,-3,1
ketaatan,-1,1
intrik,-3,1
pdhal,-2,1
kerat,-1,1
raiso,-3,1
excited,-1,1
terguling,-3,1
ketewasan,-3,1
dibalik,-3,1
gangsar,-3,1
berkemas-kemas,-2,1
mencari,-3,1
menyusut,-2,1
becek,-4,1
yaudh,-3,1
jaat,-3,1
luluh,-3,1
tersohor,-1,1
rentan,-4,1
iyasih,-2,1
rusak binasa,-4,2
menyebelahkan,-5,1
anjer,-3,1
alat vital,-2,2
gibah,-3,1
aurat,-2,1
rasain,-3,1
alat kelamin,-3,2
perkomplotan,-4,1
alangkah,-2,1
pgen,-1,1
kutu busuk,-4,2
makelar,-3,1
manuver,-3,1
getir,-4,1
memek,-5,1
kalah,-4,1
tekanan,-3,1
mengawasi,-2,1
ngesot,-2,1
mengidamkan,-2,1
sudahlah,-3,1
mengesampingkan,-4,1
tergelecik,-4,1
dilarang,-3,1
mainstream,-3,1
iyak,-2,1
pahit,-3,1
cacing tambang,-2,2
seperti,-1,1
bertolak,-2,1
bini gelap,-5,2
nyolong,-4,1
perebutan,-3,1
ulah,-3,1
mengompori,-4,1
yaahh,-3,1
jangankan,-1,1
lieur,-3,1
kena,-3,1
menghempaskan,-4,1
mengharap,-3,1
dahh,-3,1
karin,-2,1
gblk,-4,1
tembakau,-3,1
kerjain,-3,1
suspend,-3,1
mayat,-4,1
eksplisit,-2,1
buah simalakama,-3,2
biarkan,-3,1
salah langkah,-3,2
mumet,-4,1
debu,-3,1
itunya,-2,1
melipur,-3,1
lap kaki,-2,2
pedes,-2,1
jera,-3,1
begak,-3,1
tercela,-4,1
alone,-3,1
muntahan,-4,1
bercelah,-3,1
menghisap,-1,1
segitunya,-3,1
dingin,-2,1
membidikkan,-2,1
stalking,-4,1
naudzubillah,-5,1
keling,-3,1
susuk,-4,1
kencing,-3,1
awan kelabu,-3,2
gemuruh,-3,1
fresh,-2,1
semata-mata,-2,1
ngeden,-2,1
sensi,-4,1
menjambret,-5,1
bermutu,-1,1
jauhin,-3,1
rupawan,-1,1
lucunya,-2,1
kejedot,-4,1
sukar,-4,1
umpatan,-4,1
tersangkut,-3,1
nyontek,-5,1
teguran,-3,1
rombak,-2,1
kecemerlangan,-1,1
tersiksa,-5,1
dibeliin,-1,1
sedihhh,-5,1
bersedih,-5,1
bongkar,-3,1
ngarti,-3,1
mencucut,-3,1
hutang,-5,1
gbs,-2,1
disalahin,-3,1
incess,-3,1
kabeh,-2,1
irit,-2,1
kabar angin,-3,2
angkot,-1,1
problem,-4,1
yampun,-3,1
kesurupan,-5,1
komat-kamit,-3,1
manis,-2,1
teror,-5,1
pundung,-4,1
jadul,-3,1
tersungkap,-3,1
lengket,-2,1
injek,-3,1
melarat,-4,1
tanah tandus,-3,2
dobrak,-4,1
menyayat,-4,1
kesedihan,-5,1
meretek,-3,1
coplok,-3,1
mengempaskan,-3,1
terror,-5,1
menyandingkan,-2,1
ketakutan,-4,1
kejepit,-4,1
muskil,-2,1
aahh,-3,1
kedukaan,-4,1
kurungan,-4,1
memungut,-2,1
astagfirulloh,-4,1
peles,-1,1
muntah,-3,1
rapet,-2,1
kedaluwarsa,-3,1
kocak,-2,1
eror,-4,1
kenceng,-2,1
sehat,-1,1
melar,-2,1
death,-3,1
inkarnasi,-1,1
menghidu,-1,1
geledek,-2,1
terpacul,-4,1
pembesar,-2,1
menembok,-1,1
najisin,-4,1
jiji,-4,1
yaudahlah,-3,1
nusuk,-3,1
jigong,-4,1
dahlah,-3,1
uler,-3,1
lebay,-4,1
menggelikan,-3,1
kerasukan,-5,1
berseteru,-4,1
emmm,-2,1
keladi,-3,1
lengket-lengket,-3,1
idk,-3,1
politik,-1,1
geledah,-3,1
ngelupain,-4,1
ngespam,-3,1
potongan,-2,1
menenangkan,-1,1
kepanikan,-4,1
ngilu,-4,1
tilam,-4,1
bencong,-5,1
pusink,-3,1
fitnah,-5,1
sesak,-3,1
harmonis,-1,1
bedah,-3,1
jatah,-1,1
berlutut,-2,1
menunggangkan,-1,1
menusuk,-4,1
pecat,-5,1
kumat,-4,1
better,-1,1
keceriaan,-1,1
menyodok,-3,1
sotau,-4,1
pitnah,-3,1
yelah,-3,1
diduain,-3,1
nyet,-4,1
pendek tali,-4,2
gemetar,-3,1
bau,-4,1
pojok,-3,1
ngomel,-4,1
numpuk,-3,1
hambar,-3,1
down,-3,1
mesiu,-1,1
neraka,-5,1
nganggur,-3,1
penertiban,-2,1
blur,-4,1
terlangah,-3,1
mupeng,-2,1
biadab,-5,1
berlangau,-4,1
bertekuk lutut,-3,2
guntur,-3,1
delay,-3,1
bangsat,-5,1
keretakan,-4,1
mengap,-3,1
sendirian,-3,1
sahara,-2,1
mencair,-1,1
belaka,-1,1
menggigil,-4,1
masalah,-4,1
bertumpuk,-4,1
menyogok,-5,1
binasa,-5,1
mencelampakkan,-3,1
mencuri,-5,1
berkecamuk,-4,1
cucok,-1,1
diancurin,-3,1
tersapu,-3,1
kapok,-3,1
gabaik,-3,1
mencocok,-3,1
bercekak,-3,1
bogum,-3,1
majikan,-3,1
menyukai,-1,1
igauan,-3,1
stres,-4,1
bualan,-4,1
menghempas,-4,1
dipamerin,-3,1
teraniaya,-4,1
absurd,-2,1
yg dipertuan,-3,2
beling,-1,1
kesucian,-1,1
cubit,-3,1
bobol,-4,1
lebai,-3,1
pipis,-2,1
lirih,-3,1
rewel,-4,1
nestapa,-3,1
amit,-4,1
nyampah,-4,1
depresi,-4,1
dukacita,-3,1
hembus,-3,1
boker,-3,1
rokok,-3,1
membanjiri,-3,1
berdarah dingin,-4,2
manjaan,-3,1
merogoh,-3,1
merogok,-3,1
ditidurin,-4,1
copot,-3,1
rosak,-3,1
terhalang,-3,1
santet,-5,1
bergejolak,-3,1
dilema,-3,1
apek,-4,1
gabutuh,-3,1
sembur,-3,1
kejam,-4,1
rontok,-3,1
menyerah,-4,1
kesenduan,-2,1
elegan,-1,1
penjelmaan,-3,1
konsekuensi,-3,1
lapang hati,-1,2
pajak,-3,1
yodah,-2,1
gagal,-4,1
pasrah,-3,1
menumbuk,-3,1
menyisihkan,-2,1
terajam,-4,1
tkde,-1,1
berseberangan,-3,1
banyol,-3,1
ria,-3,1
kesayuan,-2,1
bermusuhan,-4,1
pelosok,-3,1
anjeng,-5,1
pending,-3,1
cry,-3,1
mules,-4,1
berketar-ketar,-3,1
keprihatinan,-3,1
mustahil,-2,1
komplikasi,-3,1
persoalan,-3,1
isukan,-1,1
anjis,-1,1
melet,-3,1
taik,-5,1
buta hati,-4,2
kantong tipis,-4,2
darah,-1,1
hilaf,-4,1
ex,-1,1
anjg,-5,1
ngeles,-3,1
godaan,-3,1
murung,-4,1
jutekin,-5,1
merasuk,-3,1
berkelok-kelok,-2,1
huhuu,-4,1
belenggu,-3,1
merebak,-3,1
meledak,-4,1
hayoloh,-3,1
bisikan,-2,1
melembung,-3,1
mengecerkan,-2,1
bagal,-3,1
anjlok,-4,1
haters,-5,1
gosah,-3,1
bandar,-4,1
berdosa,-4,1
kgk,-3,1
nyiksa,-4,1
maho,-4,1
compeng,-4,1
ciplak,-3,1
mengalah,-2,1
cabul,-5,1
berkurangan,-3,1
gelagap,-2,1
pengganggu,-4,1
nyali,-3,1
biang keladi,-4,2
gembul,-3,1
betina,-2,1
konyol,-3,1
cengeng,-4,1
beraduk,-3,1
ngancem,-4,1
menggores,-3,1
elak,-3,1
mengganjari,-3,1
murahan,-4,1
pedofil,-5,1
sebarang,-2,1
ngetawain,-4,1
ragu,-3,1
gone,-2,1
pedih,-4,1
sangka,-3,1
suudzon,-4,1
pencucuk,-3,1
golek,-1,1
pelayan,-2,1
diare,-4,1
berlelehan,-3,1
berbakat,-1,1
berat telinga,-3,2
mengada,-3,1
mendingan,-3,1
ugal-ugalan,-2,1
ngestalk,-4,1
curiga,-4,1
begitu saja,-2,2
bersatu,-1,1
memeluk,-1,1
faedahnya,-1,1
petaka,-4,1
masygul,-2,1
jatohnya,-1,1
kasih,-1,1
terpelecok,-3,1
benguk,-2,1
semangatin,-1,1
ringkih,-4,1
liat,-1,1
timpa,-3,1
rasuk,-3,1
sunu,-2,1
hati,-2,1
tunggang,-1,1
kata,-1,1
guling,-3,1
turun,-3,1
singkir,-5,1
damprat,-4,1
ingkar,-4,1
aur,-3,1
adang,-3,1
keroyok,-4,1
rem,-5,1
siapa,-2,1
jelek,-5,1
rusak,-4,1
pesona,-1,1
pencet,-2,1
perkara,-4,1
anggur,-4,1
darah dingin,-4,2
remuk,-4,1
mahir,-1,1
tangkap tangan,-4,2
kabung,-5,1
pasuk,-3,1
khianat,-4,1
kutil,-4,1
dapat,-2,1
kelakar,-4,1
renti,-3,1
cecer,-3,1
poko,-2,1
belah,-5,1
nang,-5,1
usil,-3,1
usir,-4,1
amuk,-5,1
hidu,-1,1
bain,-2,1
buang nyawa,-5,2
pukau,-1,1
sapu,-3,1
otot,-4,1
cela,-4,1
sayang,-3,1
jahat,-4,1
remeh,-5,1
mudah,-1,1
neng,-1,1
mula,-3,1
palit,-3,1
keluar,-3,1
tamat riwayat,-3,2
selusur,-3,1
hilang,-4,1
bom,-1,1
celampak,-3,1
kerubung,-3,1
bangan,-3,1
sentuh asa,-1,2
cengkerama,-2,1
tau,-4,1
curat,-1,1
enak,-4,1
gubris,-2,1
masuk,-3,1
kayak,-3,1
buruk,-5,1
api,-2,1
caplok,-3,1
pihak,-3,1
apa,-3,1
cebik,-3,1
kesi,-3,1
anda,-1,1
ekspos,-4,1
lutut,-2,1
suara,-1,1
dalih,-4,1
apas,-3,1
hilang ingat,-4,2
desir,-2,1
hendak,-1,1
kusut,-4,1
menung,-3,1
wara,-3,1
keruh,-4,1
gampang,-3,1
sengal,-4,1
kerumit,-5,1
tugas,-1,1
salah,-4,1
sekongkol,-4,1
ancam,-4,1
nyata,-2,1
ganggu jiwa,-4,2
kerut,-2,1
heran,-3,1
jatuh,-3,1
jalan bebas hambat,-1,3
uar,-3,1
sanding,-2,1
tantang,-4,1
dengu,-3,1
loloh,-3,1
geger,-3,1
gede,-2,1
sir,-2,1
peleset,-4,1
banding,-3,1
kecil,-3,1
tumpu,-3,1
jepit,-4,1
gulir,-3,1
panik,-4,1
malang,-5,1
leceh,-5,1
mau,-1,1
gantung,-3,1
tekuk lutut,-3,2
surat takdir,-3,2
prasangka,-3,1
lama,-4,1
suci,-1,1
lesit,-1,1
rebak,-3,1
satu,-1,1
susah,-3,1
balik,-3,1
lancar,-2,1
kobar,-2,1
tunggu,-2,1
ikut,-3,1
kompor,-4,1
celah,-3,1
junjung,-2,1
bopong,-3,1
aduk,-3,1
gelicik,-3,1
mutu,-1,1
tangkis,-3,1
itu,-2,1
lumat,-4,1
henti tugas,-2,2
jambret,-5,1
jelma,-3,1
maklum,-2,1
muram durja,-5,2
main,-2,1
empas,-3,1
bual,-4,1
ratap,-3,1
gaco,-2,1
sayat,-4,1
kagum,-1,1
ingat,-3,1
dah,-3,1
putih tulang,-2,2
lorot,-4,1
pisah,-3,1
sodok,-3,1
cibir,-5,1
meni,-2,1
lanjur,-3,1
lupa diri,-3,2
lucu,-2,1
sohor,-1,1
perenyak,-4,1
tanda,-2,1
batu,-2,1
simpan,-3,1
keri,-4,1
heboh,-3,1
pergok,-5,1
erti,-2,1
ketar,-3,1
samping,-4,1
ringan,-1,1
cocok,-3,1
album,-2,1
tinggal,-3,1
tagih,-3,1
nyala,-2,1
sidang,-3,1
mata,-2,1
lain,-4,1
cetus,-1,1
sampah,-4,1
rampas,-4,1
keras hati,-3,2
sanggama,-2,1
rogoh,-3,1
tenang,-1,1
rogok,-3,1
buang,-3,1
prediksi,-1,1
asa,-2,1
cari,-3,1
diri,-1,1
umur,-2,1
duga,-1,1
cair,-1,1
case,-5,1
recok,-1,1
isu,-3,2
galak panas,-3,1
sungkap,-2,1
ecer,-2,1
mungut,-3,2
tumpah hati,-3,1
rang,-3,2
hina rendah,-3,1
gugur,-4,1
pacul,-3,1
baiat,-3,1
lembung,-2,1
kapah,-3,1
gusar,-5,1
surup,-3,2
isap jempol,-4,1
cerca,-2,1
tata,-2,1
sisih,-5,1
sial,-4,1
gentar,-4,1
sangkut,-5,2
susah hati,-1,1
alam,-3,1
tumbuk,-2,1
pengaruh,-3,1
halang,-4,1
rusuh,-4,1
tilap,-3,1
cangkum,-5,1
onar,-1,1
panggil,-4,1
rundung,-3,1
jilat,-2,1
tanggung,-3,1
ana,-5,1
rugi,-2,1
gempar,-4,1
gerombol,-5,1
colong,-2,1
tertib,-2,1
tuntun,-3,1
hukum,-2,1
idam,-3,1
gelingsir,-1,1
soal,-3,1
catut,-1,1
suka,-3,1
cumbu,-3,2
gonggong anjing,-2,1
kaya,-3,1
kandut,-3,1
rantai,-5,1
keji,-2,1
tebak,-4,1
tumpuk,-5,1
rajam,-3,1
sendiri,-3,1
pelanting,-2,1
tinggi,-3,1
tebat,-2,1
kemas,-2,1
asuh,-1,1
ceria,-4,1
kecamuk,-5,1
bejat,-2,1
pegang,-3,1
tidur,-1,1
pemuda,-3,1
larang,-3,1
rangsang,-1,1
tembok,-5,1
menang,-1,1
baik,-4,1
gadang,-2,1
kelok,-2,1
kenang,-4,1
ledak,-2,2
kuat duga,-2,1
kasus,-5,1
abu,-3,1
cebur,-4,1
abai,-3,1
serang,-3,1
gores,-3,1
rongsok,-5,1
tindik,-3,1
luka,-1,1
jangan,-2,1
bunyi,-3,1
kerak,-3,1
bekap,-1,1
bekas,-2,1
kesima,-3,1
pikul,-4,1
ciut,-2,1
kereta,-3,1
santun,-2,1
habis,-3,1
layan,-2,1
sundut,-2,1
jadi,-3,1
susut,-2,1
gelincir,-3,1
tajam,-3,1
simpuh,-3,1
bara,-3,1
cemas,-4,1
sunduk,-2,1
kongkalikong,-4,1
susup,-3,1
campak,-1,1
ganjar,-5,1
babar,-3,1
tembak,-2,1
sembul,-3,1
ken,-2,1
tegur,-4,1
latih,-3,2
korek,-3,1
yg tuan,-1,2
lupa,-3,1
alir udara,-4,1
tegun,-1,1
konspirasi,-4,2
cinta,-3,1
tekan mental,-2,1
ganti,-3,1
memang,-3,2
tangkap,-3,1
tutup mulut,-2,1
gelanggang,-4,1
nahas,-3,1
gigil,-3,1
ungkap,-2,1
sambat,-3,1
tanduk,-3,1
cekak,-2,1
lemah,-2,1
emang,-4,1
cekau,-3,1
ekang,-2,1
prihatin,-3,1
besit,-3,1
jabat,-2,1
dua,-5,1
enteng,-1,1
singgung,-5,1
taat,-5,3
busuk,-3,1
tarik napas habis,-2,1
semayam,-2,1
potong,-4,2
genang,-3,1
hina aib,-4,1
gejolak,-2,1
hiruk,-4,1
sengaja,-3,1
takut,-2,1
geleng,-3,1
selulur,-4,1
suap,-3,1
sembarang,-2,2
gelesot,-4,1
kalang tanah,-2,1
antem,-4,1
tunas,-3,1
gelap,-4,1
menep,-3,1
umpat,-3,1
biak,-3,2
biar,-3,1
batas waktu,-2,1
tetes,-5,1
licin,-2,1
maki,-4,1
songsong,-3,1
tusuk,-2,1
sungkawa,-1,1
dunia,-4,1
faedah,-4,1
ganyang,-3,1
gerecok,-3,2
umbar,-4,2
telinga merah,-4,1
sakit ingat,-5,1
tolak,-4,1
bandel,-4,1
sepele,-3,1
jarah,-4,1
jarak,-2,1
suntuk,-4,1
gelora,-3,1
aniaya,-3,1
balas,-2,1
banting,-3,1
hayat,-3,1
daif,-4,1
lubang,-1,2
dosa,-4,1
tarik hati,-4,1
ejek,-3,1
jauh,-3,1
goda,-5,1
berangan,-3,1
rampok,-5,1
lendeh,-3,1
parah,-2,1
peranjat,-3,1
nyanyi,-5,1
getar,-4,1
hina,-3,1
geruh,-5,3
ada,-2,1
lalu dr dunia,-3,1
elu,-3,1
cucut,-3,1
retek,-3,1
kasi,-3,1
jejal,-4,1
cucuk,-1,1
jedot,-5,1
antisipasi,-3,1
celaka,-3,1
patung,-3,1
sindir,-2,1
geliat,-3,1
mirip,-2,1
alami,-3,1
lepas,-4,1
harap,-5,1
comot,-5,1
siksa,-2,1
acak,-4,1
sendu,-4,1
acau,-4,1
hempas,-5,1
ganjil,-3,1
derita,-1,1
bantah,-2,1
untung,-3,1
sudah,-2,2
hangus,-3,1
ampas kopi,-3,1
simbah,-2,1
leleh,-2,1
bidik,-2,1
lari,-2,1
sentuh,-3,1
usai,-4,1
dengung,-4,1
cemplung,-4,1
ribut,-3,1
olok,-3,1
kelir,-3,1
buru,-1,1
geluncur,-4,1
bakat,-3,1
musuh,-1,1
pacar,-3,1
cemerlang,-3,1
bisu,-3,1
rebut,-5,1
tendensi,-4,1
duka,-4,2
gelecik,-1,1
balik akal,-3,1
mari,-3,1
pelecok,-1,1
bendung,-2,1
makan,-4,1
besar,-2,1
tular,-2,1
timbal,-3,1
teduh,-1,1
pokok,-4,1
baca,-1,1
cedera,-5,1
maksud,-1,1
lot,-3,2
dahulu,-2,1
ubah ingat,-2,1
anjur,-1,1
ramal,-3,1
terka,-4,1
jaga,-1,1
ruwet,-2,1
semangat,-5,1
beri,-4,1
mencak,-4,1
seteru,-3,1
aneh,-2,1
lagi,-2,1
