date,original_tweet_text,tweet
Thu Feb 03 23:20:27 +0000 2022,"@onthesbrew Ooh.. gatau bang, gak diceritain 😂 intermezzo lagi bahas sekolahannya yg diciduk media gegara PTM.",ooh gatau bang gak diceritain intermezzo lagi bahas sekolahannya diciduk media gegara ptm
Thu Feb 03 23:20:20 +0000 2022,"@subschfess klo dibilang cape ptm iyaa si cape. tp kita ngertiii gt materi yg disampein. klo pjj rebahan gajelas, karena cm dikasi materi doang gadijelasin ujung2 scroll tiktok, twt, maen game. jd kek lebih ga efektif gt waktunya",kalau dibilang cape ptm iyaa cape ngerti materi disampaikan kalau pjj rebahan gajelas karena cuma dikasi materi doang dijelasin ujung scroll tiktok main game jadi kayak lebih efektif waktunya
Thu Feb 03 23:20:18 +0000 2022,"Anjir aku takut kalo tiba tiba ptm 50% tapi pembagiannya pake absen ganjil genap, anjir lah temen temenku pada genap anjir aku ganjil",anjir aku takut kalau tiba tiba ptm pembagiannya pakai absen ganjil genap anjir temen temenku genap anjir aku ganjil
Thu Feb 03 23:19:57 +0000 2022,@Mdy_Asmara1701 mungkin ini maksudnya biar 100% siswa terpapar omicron dulu baru akan disetujui stop PTM di DKI ya? mungkin lho ya? 😷,mungkin maksudnya biar siswa terpapar omicron disetujui stop ptm dki mungkin lho
Thu Feb 03 23:19:35 +0000 2022,@sleepyfumii Sekolah ku ga pernah ptm..,sekolah ga pernah ptm
Thu Feb 03 23:19:01 +0000 2022,Pada minta dating lagi disaat gue jadwal PTM aja baru besok Maret mulainya wkwkwk,minta datang lagi gue jadwal ptm aja besok maret mulainya wkwk
Thu Feb 03 23:18:41 +0000 2022,potret sekolah saat dikasih tau PTM 50% dadakan. sepi bangettt pada males sekolah wkwk https://t.co/V9KeXL9J3R,potret sekolah dikasih tau ptm dadakan sepi bangett males sekolah wkwk
Thu Feb 03 23:18:26 +0000 2022,"knp kls di pake waktu bagian sesi gw ke ptm trs si.. jd nya kan skrg bagian daring. tp gpp seneng tp ga seneng soalnya di tnya"" mulu sm ayah",kelas pakai bagian sesi gue ptm jadi sekarang bagian daring seneng seneng soalnya tnya mulu sama ayah
Thu Feb 03 23:18:01 +0000 2022,@ericrsohn Di ig ada berita bakalan stop ptm 100% dulu,ada berita bakalan stop ptm
Thu Feb 03 23:17:38 +0000 2022,@schfess ptm 50% aja deh segitu aja badan saya sudah remuk,ptm aja deh segitu aja badan saya sudah remuk
Thu Feb 03 23:17:22 +0000 2022,"monyet, sekolahku ptm ,50%",monyet sekolahku ptm
Thu Feb 03 23:15:43 +0000 2022,salah satu alasan mau ptm.. pjj banyak masalahnya https://t.co/KpWD92WyBd,salah alasan mau ptm pjj banyak masalahnya
Thu Feb 03 23:15:20 +0000 2022,skul gue doang kayaknya yg masih kekeuh ptm hadehhhh,sekolah gue doang kayaknya kekeh ptm hadeh
Thu Feb 03 23:14:38 +0000 2022,@naceuzz Padahal udh enak PTM....,sudah enak ptm
Thu Feb 03 23:13:59 +0000 2022,"Males ptm huwee, gw sendirian di depan lab karena blom ada yg dateng😭",males ptm hue gue sendirian lab karena belum ada dateng
Thu Feb 03 23:13:48 +0000 2022,kembali ke rutinitas menjadi remaja jompo. baru enak² sebulan ptm full eh malah pjj lagi. EH GUE UDH KELAS 12 YAAA JANGAN PJJ LAGI DONG 😭😭😭,kembali rutinitas menjadi remaja jompo enak sebulan ptm full eh malah pjj lagi eh gue sudah kelas yaa jangan pjj lagi dong
Thu Feb 03 23:13:18 +0000 2022,hari ini ptm males bgtt ujan deras,ptm males bangett hujan deras
Thu Feb 03 23:13:02 +0000 2022,ptm 25% apa seru nya tai,ptm seru tai
Thu Feb 03 23:12:59 +0000 2022,"aku tinggal di kabupaten dan di sini kasus c word udah mulai naik, tp di sekolahku guru-guru sama muridnya lalai sama prokes. yang pakai masker dikit bgt, mana udah ptm full. aku hrs gimana ya? cemas banget rasanya 💙",aku tinggal kabupaten kasus word sudah mulai naik sekolahku guru guru sama muridnya lalai sama prokes pakai masker dikit banget sudah ptm full aku cemas banget rasanya
Thu Feb 03 23:12:49 +0000 2022,"@CNNIndonesia PTM itu wilayahnya MenKes...... lah kok bapak itu yg bicara PTM.....
Bpk itu Menteri ASU ( Ahli Semua Urusan )...
Sepertinya manusia itu yg tersuper di Republik ini....Demi ALLAH SWT Tidak perlu percaya dengan Omongan bpk itu titik",ptm wilayahnya menkes bicara ptm menteri asu ahli semua urusan sepertinya manusia tersuper republik allah swt tidak perlu percaya omongan titik
Thu Feb 03 23:12:43 +0000 2022,"JNCKKKK GW BARU NYAMPE SEKOLAH UDH DISURUH PULANG GARA"" GA JADI PTM",jancuk gue nyampe sekolah sudah disuruh pulang gara jadi ptm
Thu Feb 03 23:12:26 +0000 2022,"@Najaejun__ engga, ini karena ada perubahan. ptm nya jadi 50% lagi, terus jadwal baru belum ada, makanya jum'at pjj dulu, senin ptm 50% lagi, ganjil genap😞😞",engga karena ada perubahan ptm jadi lagi jadwal belum ada makanya pjj ptm lagi ganjil genap
Thu Feb 03 23:12:23 +0000 2022,Guis bekal sekolah buat adek yg ptm hari ini~ untung besok libur jadi gaperlu bikin bekal hehehehehe https://t.co/YFJWpnlINQ,guys bekal sekolah buat ptm untung besok libur jadi gaperlu bekal
Thu Feb 03 23:12:03 +0000 2022,"@blberriee gue sibuk sekul nih, PTM BIKIN CAPEKK ISHH😩",gue sibuk sekolah ptm capek ish
Thu Feb 03 05:46:15 +0000 2022,@hamtchajin HSGAHW KAKKK KEMAREN MALEM TUH YAH aku pegel bgt tapi gamau tidur gituu. Kaya ga ngantuk gitu. Padahal paginya aku ptm😭 tapi habjs nge twit itu aku bobooo,hsgahw kemarin malem yah aku pegal banget gamau tidur kaya ngantuk paginya aku ptm habis aku bobo
Wed Feb 02 02:47:45 +0000 2022,@skywrxv AAAAA SEDIH BGT UDH NYAMAN PTM😭,aaaaa sedih banget sudah nyaman ptm
Thu Feb 03 23:11:49 +0000 2022,"ptm gue 50% kembali ke sesi sesian, ketar ketir ga se sesi ama cc gue 😭😭",ptm gue kembali sesi sesian ketar ketir se sesi sama cc gue
Thu Feb 03 23:11:47 +0000 2022,"@vrilliu__ Fifty"" si😭
Ptm enk bisa ghibah+dpt jajan
Pjj enk karna g ush bangun subuh""",fifty ptm enak gibah dapatjajan pjj enak karena usah bangun subuh
Thu Feb 03 23:10:58 +0000 2022,"@vrilliu__ ptm, walaupun capek tp materi alhamdulilah masuk 😭",ptm walaupun capek materi alhamdulilah masuk
Thu Feb 03 23:10:49 +0000 2022,@collegemenfess Sebelum pandemi yang namanya PTM juga mahasiswa dateng ke kampus walaupun itu jauh. Maaf ya agak salty tapi ya emang gini konsekuensinya. Dan emang ini yg namanya perjuangan. Dari sini tau kan?,sebelum pandemi namanya ptm mahasiswa dateng kampus walaupun jauh maaf agak salty emang konsekuensinya emang namanya perjuangan dari tau
Thu Feb 03 23:09:51 +0000 2022,"@yessgurl_ AKU PTM UDH DARI LAMA TPI MULAI HARI INI DARING LAGI, HAMPIR SELURUH BALI SERENTAK
MENGECEWAKAN MURID SJA😞",aku ptm sudah dari lama tpi mulai daring lagi hampir seluruh bali serentak mengecewakan murid saja
Thu Feb 03 23:09:05 +0000 2022,@sleepyfumii udah ptm bagi yang dibolehin,sudah ptm bagi dibolehin
Thu Feb 03 23:08:47 +0000 2022,"PTM itu kenapa gadibuat sefleksibel mungkin aja, zaman udh mulai bergesar jadi mau gamau harus adapt dengan cepat begituuu. Toh klo jadi daring sementara gamengubah prinsip bahwasannyya pendidikan harus dilaksanakan scr langsung krn kita blm siap scr daring, khusus wil lgi tinggi https://t.co/KP2dxSELfc",ptm dibuat sefleksibel mungkin aja zaman sudah mulai bergesar jadi mau gamau adaptasi cepat begitu kalau jadi daring sementara mengubah prinsip bahwasannya pendidikan dilaksanakan secara langsung karena belum siap secara daring khusus wil lagi tinggi
Thu Feb 03 23:07:12 +0000 2022,"@gongtcng BENER tiap malem aku bobo 12 jam 👍👍 okeee TAPI JANGAN PAGI AKU MSIH PTM, SEMANGAT YA KAKA KURY  ♡__♡",bener tiap malem aku bobo jam okay jangan pagi aku ptm semangat
Thu Feb 03 23:06:29 +0000 2022,"@convomf ptm, males banget",ptm males banget
Thu Feb 03 23:06:23 +0000 2022,"1 minggu ptm, 1 minggu belajar di rumah. tp kl belajar dirumah rasanya kaya libur 😶",ptm belajar rumah kalau belajar rumah rasanya kaya libur
Thu Feb 03 23:05:43 +0000 2022,"[cm] menurut kalian gimana, aku juga pengen ptm,  tapi daerahku jauh dan kampus nerapin sistem zonasi, apakah aku harus nekat iku ptm? terimakasih semuanya https://t.co/26fkJL1Dj0",cuma menurut kalian aku pengen ptm daerahku jauh kampus nerapin sistem zonasi aku nekat ikut ptm terimakasih semuanya
Thu Feb 03 23:05:42 +0000 2022,ptm 50% sesinya pake ganjil genap biar bisa kalo praktek sekelompok sama doi xixixixixi https://t.co/dc0gOnbdle,ptm sesinya pakai ganjil genap biar kalau praktek sekelompok sama doi xixixixi
Thu Feb 03 23:05:38 +0000 2022,Sekolah pjj/ptm ?,sekolah pjj ptm
Thu Feb 03 23:04:39 +0000 2022,"@fadlizon Saya termasuk orang yg antusias dgn PTM, tp kondisi sekarang ngeri² sedap jg.  Tiap anak pulang sekolah trs ngeluh sakit kepala pikiran dah kemana².
Krna ada ada teman sekelas anak saya yg terpapar minggu kemaren.",saya termasuk antusias ptm kondisi sekarang ngeri sedap tiap anak pulang sekolah ngeluh sakit kepala pikiran dah kemana karena ada ada teman sekelas anak saya terpapar kemarin
Thu Feb 03 23:04:38 +0000 2022,alhamdulillah masih ptm:) https://t.co/bqzbdDb7Yh,alhamdulillah ptm
Thu Feb 03 23:04:30 +0000 2022,"@minjuting Iya disekolah udah nugas, balik nugas lagi:&lt; biasanya kalau pjj paling nugas ampe sore ~ selesai , ini ptm kek balik sekolaj nugas lagi.",iya sekolah sudah nugas balik nugas lagi biasanya kalau pjj paling nugas sampai sore selesai ptm kayak balik sekolah nugas lagi
Thu Feb 03 23:04:23 +0000 2022,@yusufgunawan Masih maksa PTM @PemkotMalang ?,maksa ptm
Thu Feb 03 23:02:52 +0000 2022,CUMA GW MAU PTM YA ALLAH https://t.co/aoqSbMuSkC,cuma gue mau ptm allah
Thu Feb 03 23:02:44 +0000 2022,"RT @ariestarico2: Evaluasi PTM harus benar benar dilakukan secara selektif dan terukur.

Jika memang harus ada evaluasi pelaksanaan PTM, se…",evaluasi ptm benar benar selektif terukur memang ada evaluasi pelaksanaan ptm
Thu Feb 03 23:00:34 +0000 2022,"Lah yaudah si wkwkw kok pada heran sama yg mau pjj, lu kalo seneng ptm kaga usah maksa2 orang buat suka ptm juga lol. Beda skolah, beda pengajar, beda cara belajar, tai. https://t.co/UWMm3qGsew",yaudah wkwk heran sama mau pjj kalau seneng ptm usah maksa buat suka ptm lol beda sekolah beda pengajar beda cara belajar tai
Thu Feb 03 23:00:03 +0000 2022,"ya Allah smoga senin ptm pls, gue sgt lh cpek dgan pjj ni. cuma egk mwu egois klo nie virus sdank merajalela",ya allah semoga ptm pls gue sangat capek pjj cuma mau egois kalau virus sedang merajalela
Thu Feb 03 22:58:22 +0000 2022,@httpsnctjeno SAMA PLIS. Padahal udah seru ptm ya😔,sama plis sudah seru ptm
Thu Feb 03 22:57:21 +0000 2022,"@jokowi Jangan Lupa PTM 101 persen.. jangan dilonggarkan.. wkwkwkw
Biar JUTAAN ORANG OMICRON PER HARI..wkwkwkkw",jangan lupa ptm persen jangan dilonggarkan wkwk biar jutaan omicron wkwk
Thu Feb 03 07:37:48 +0000 2022,gue mau full PTM anj bukan 50% PTM!!!,gue mau full ptm anjing bukan ptm
Thu Feb 03 22:55:01 +0000 2022,"Ya kali tgl 14 feb udah disuruh PTM, tuh bocah2 mending kalo udah divaksin, lah ini vaksin aja belum ada yg buat 5th kebawah 🥲, sekolah aneh

Maksa banget sih ckckck",yakali tanggal feb sudah disuruh ptm bocah mending kalau sudah divaksin vaksin aja belum ada buat kebawah sekolah aneh maksa banget ckckck
Thu Feb 03 22:54:58 +0000 2022,"@subschfess Ptm, karena kalau ptm materi diterangin langsung sama guru, alias jadi ngerti, ga sebego waktu pjj",ptm karena kalau ptm materi diterangin langsung sama guru alias jadi ngerti bego pjj
Thu Feb 03 22:54:31 +0000 2022,"@schfess 50% deh. Sebenernya lebih suka PTM 100% cuma keadaan ga memadai, jadi 50% aja :(",deh sebenernya lebih suka ptm cuma keadaan memadai jadi aja
Thu Feb 03 22:54:12 +0000 2022,SEMOGAA PTM TRUS🙏🏻 AMIN AMIN😔,semoga ptm amin amin
Thu Feb 03 22:53:27 +0000 2022,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anakny…",setuju ptm ditunda sampai penularan memang terjadi disekolah terjadi kerabat anaknya
Thu Feb 03 22:52:34 +0000 2022,semoga sekarang bukan hari terakhir PTM 😔,semoga sekarang bukan ptm
Thu Feb 03 22:52:32 +0000 2022,Terimakasih untuk ptm sebulannya welcome Season 2 🙌🙌,terimakasih ptm welcome season
Thu Feb 03 22:52:28 +0000 2022,morning moots!!! akhir akhir ini ptm banyak banget tugas,morning moots ptm banyak banget tugas
Thu Feb 03 22:50:39 +0000 2022,"@SEORYOUN9 @schfess nah iya ini, aku udh kelas 12 dan bener2 butuh ptm 100% sedih bgt baru aja sebulan ngerasain 100% udh pjj lagi:((",iya aku sudah kelas bener butuh ptm sedih banget aja sebulan ngerasain sudah pjj lagi
Thu Feb 03 22:50:21 +0000 2022,Padahal dahh nyaman ptm sekarang daring lagii njirr😭,dah nyaman ptm sekarang daring lagi njir
Thu Feb 03 22:49:40 +0000 2022,"Udh paling bener PTM 50% aja ga sih,ini ke 2x nya sklh gua PJJ (lagi) setelah beberapa minggu PTM 100%",sudah paling bener ptm aja sekolah gua pjj lagi setelah beberapa ptm
Thu Feb 03 22:48:56 +0000 2022,@lovxeezrt udah sarapan? hari ini daring atau ptm? di jaga semangat nya okee!! happy friday 🤸‍♀️🤸‍♀️,sudah sarapan daring ptm jaga semangat okay happy friday
Thu Feb 03 22:48:18 +0000 2022,"Baru aja kmrin bahagia krena ptm ,skrg udah pjj lagi",aja kemarin bahagia karena ptm sekarang sudah pjj lagi
Thu Feb 03 22:47:38 +0000 2022,"DEMII TD AK KESIANGAN BANGUN, KIRAIN PJJ TETNYATA PTM SKRG 😭😭😭",aku kesiangan bangun kirain pjj ternyata ptm sekarang
Thu Feb 03 22:44:51 +0000 2022,@_supra_ @fadlizon @jokowi @aniesbaswedan Kewenangan penghentian PTM di kepala daerah. Trus anies minta luhut yg hentikan PTM. Yg dungu siapa? 🤣🤣🤣,kewenangan penghentian ptm kepala daerah anies minta luhut hentikan ptm dungu
Thu Feb 03 22:43:18 +0000 2022,semaleman nangis sampe mata kayak kodok. ni gimane ceritanya ptm dngan mata smbab spt kodok 😩🤒🙂,semalaman nangis sampai mata kayak kodok ceritanya ptm mata sembab seperti kodok
Thu Feb 03 22:43:11 +0000 2022,💙 ppp hari ini aku ptm terus ga mandi karena bangun telat banget,aku ptm mandi karena bangun telat banget
Thu Feb 03 22:43:01 +0000 2022,@schfess PTM 50% kalo masuk semua ribut kalo PJJ SMK ngga bisa praktik,ptm kalau masuk semua ribut kalau pjj smk praktik
Thu Feb 03 22:42:15 +0000 2022,"@gloriovvs Iy ih, pdhl uda nyaman ptm😭😭",iya ihh sudah nyaman ptm
Thu Feb 03 22:42:10 +0000 2022,case covid lagi naik naiknya dan sekolah gw next week mau ptm?? buru buru bgt sih kalo kata gw,case covid lagi naik naiknya sekolah gue next week ptm buru buru banget kalau kata gue
Thu Feb 03 22:42:09 +0000 2022,"@subschfess plissss gue gak bisa belajar pjj, selalu aja ada halanganny klo lg mau belajar. tekanan batin pula di rumah, pokonya sikon di rumah ga mendukung utk pjj. gue prefer ke ptm, selain jd gampang ngerti jd ky ada semangat lebih gitu, pulang sklh nyusun rencana smp rumah kerjain apa gt",plis gue gak belajar pjj selalu aja ada halangannya kalau lagi mau belajar tekanan batin pula rumah pokonya situasi kondisi rumah ga mendukung pjj gue prefer ptm selain jadi gampang ngerti jadi ky ada semangat lebih pulang sekolah nyusun rencana smp rumah kerjain
Thu Feb 03 22:41:34 +0000 2022,@mvurxli pdhl ptm lebih seru:(,ptm lebih seru
Thu Feb 03 22:41:31 +0000 2022,"Gw tu ngedukung PTM ko.. cm ga semua ortu yg ngedukung PTM ngasih anaknya fondasi yg kuat bwt bermasker.. itu yg bikin sebel siihh.. akhirnya cm pesen ""jangan deket2 aman temen kakak yg ga pke masker. Itu namanya ga bertanggung jawab""",gue ngedukung ptm cuma semua tua ngedukung ptm ngasih anaknya fondasi kuat buat masker sebel akhirnya cuma pesen jangan deket aman temen pakai masker namanya tanggung jawab
Thu Feb 03 22:41:28 +0000 2022,@schfess W sih setuju ptm 50% sama pjj 🗿,setuju ptm sama pjj
Thu Feb 03 22:39:45 +0000 2022,"@subschfess Ptm, krn udah mau deket2 daftar sman jdi belajarnya hrs bener bener bisa paham🥲",ptm karena sudah mau deket daftar sman jdi belajarnya bener bener paham
Thu Feb 03 22:36:25 +0000 2022,"PTM gpp siihh asal full mask, no minum n no makan di sekolah.. lah ini pas gurunya ngejelasin aja maskernya diturunin.. ada anak ga pke masker ga dpt sanksi jg.. yasalaaaam.. welcome Omicron 🙃🙃",ptm asal full masker minum makan sekolah gurunya ngejelasin aja maskernya diturunin ada anak pakai masker dapat sanksi yasalam welcome omicron
Thu Feb 03 22:35:53 +0000 2022,"@satriohendri kl yg ini akuh gak setuju dulu ya sm pak Anies, maaf pak @aniesbaswedan  lanjut PTM! Yok yok pintar anak2 generasi muda, jd pintar biar gak gampang dijajah sm 'penjajah lokal rasa kolonial'",kalau aku gak setuju sama anies maaf lanjut ptm yok yok pintar anak generasi muda jadi pintar biar gak gampang dijajah sama penjajah lokal rasa kolonial
Thu Feb 03 22:35:17 +0000 2022,@haitanisfavo Sedih lihatnya:(( pdhal seruan ptm gak sih?,sedih lihatnya seruan ptm gak
Thu Feb 03 22:35:08 +0000 2022,@jjaehyu_k Ahhhhh enak bgt ptm,ah enak banget ptm
Thu Feb 03 22:35:06 +0000 2022,"klo ptm wajib, kalo daring ya engga https://t.co/TTnUfktror",kalau ptm wajib kalau daring ya engga
Thu Feb 03 22:34:45 +0000 2022,"Selama ptm banyak banget tugas kelompok😭
Hari libur kayak gak ada rasanya gara2 kerkom terus😭",selama ptm banyak banget tugas kelompok libur kayak gak ada rasanya gara kerja kelompok
Thu Feb 03 22:34:21 +0000 2022,ngomong doang tanggal 4 ptm asu lo,ngomong doang tanggal ptm asu
Thu Feb 03 22:34:20 +0000 2022,"@convomf ptm dan ""mungkin"" besok senin masi ptm juga sie tapi 50% 😔",ptm mungkin besok ptm sie
Thu Feb 03 22:31:29 +0000 2022,pdhl baru aja seneng ptm 100% skrg ginj lagi😔,aja seneng ptm sekarang lagi
Thu Feb 03 22:30:59 +0000 2022,"@jjaehourly42 2in
Mls plss udh nyaman ptm😭",mls pls sudah nyaman ptm
Thu Feb 03 22:30:24 +0000 2022,"@chewbaacaa makasiii, enakan PTM 😄",makasih enakan ptm
Thu Feb 03 22:28:48 +0000 2022,KACAU HAJSJSJSJSJS PLIS GA PENGEN DARING LAGIIIIIII AAAAA UDAH NYAMAN PTM PLS PLS PLS 😭😭😭😭😭,kacau hajsjsjsjsjs plis pengen daring lagi aaaaa sudah nyaman ptm pls pls pls
Thu Feb 03 22:28:45 +0000 2022,dahal dh enak ptm 100% 😖,sudah enak ptm
Thu Feb 03 22:26:48 +0000 2022,"@subschfess tergantung, kalo ptm lebih masuk materi nya dan bener2 'belajar' dan bisa ketemu temen, kalo pjj lebih teratur aja buat belajar utbk sendiri tp kebanyakan tugas sih..",tergantung kalau ptm lebih masuk materi bener belajar ketemu temen kalau pjj lebih teratur aja buat belajar utbk sendiri kebanyakan tugas
Thu Feb 03 22:24:38 +0000 2022,"@rbytriur baru semalem dikasih kabar mendadak banget, ptm 50% ikut aturan pemerintah..
padahal aku udah ngerencanain banyak buat hari ini:(",semalam dikasih kabar mendadak banget ptm ikut aturan pemerintah aku sudah ngerencanain banyak buat
Thu Feb 03 22:23:24 +0000 2022,sepertinya hari ini terakhir ptm tapi kenapa hrs ada ulangan fisikaaaa harusnya mah santai santaiii,sepertinya ptm ada ulangan fisika mah santai santai
Thu Feb 03 22:21:39 +0000 2022,"@schfess Gue kyknya otw pjj si, semoga aja rencana ptm 100% gajadi",gue kayaknya way pjj semoga aja rencana ptm gajadi
Thu Feb 03 22:20:27 +0000 2022,"ptm tu malesnya klo pas lg siap siap aja si... skrng udah agak gapapa ptm, yg dr awal pertama kali sekolah takut bgt kalo ptm😭",ptm malesnya kalau lagi siap siap aja sekarang sudah agak ptm dari awal pertama sekolah takut banget kalau ptm
Thu Feb 03 22:19:39 +0000 2022,@convomf aku masih pjj wkwkw harusnya minggu ini udah ptm tapi lagi rawan jadi ptmnya pas bulan maret,aku pjj wkwk sudah ptm lagi rawan jadi ptmnya maret
Thu Feb 03 22:19:04 +0000 2022,pas awal ptm 100% aku uninstall gcr. udah pede bgt bakal ptm terus. sekarang balik pjj jadi mesti install gcr lagi😭,awal ptm aku uninstall gcr sudah pede banget bakal ptm sekarang balik pjj jadi mesti install gcr lagi
Thu Feb 03 22:18:50 +0000 2022,"udah nyaman ptm mendadak pjj lagi, hdhhhhh 😭👎",sudah nyaman ptm mendadak pjj lagi hadeh
Thu Feb 03 22:18:37 +0000 2022,"orang orang pada pjj, gue kayaknya mau ptm, soalnya ngadain survey belajar luring",pjj gue kayaknya mau ptm soalnya ngadain survey belajar luring
Thu Feb 03 22:18:23 +0000 2022,anjgg malu banget setann gua ke lapangan tapi ternyata ptm di berhentikan anjggggggg PANTESSS banyakk yang puter balekkk oasuuu,anjing malu banget setann gua lapangan ternyata ptm berhentikan anjing pantes banyak puter balik asu
