date,original,tweet
2022-01-30 23:41:43+00:00,semangat sekolah meskipun ptm,semangat sekolah meskipun ptm
2022-01-30 23:23:30+00:00,oiyaa aku lupa ada ptm,oiyaa aku lupa ada ptm
2022-01-30 23:22:20+00:00,rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptm lanjut ptm,rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptm lanjut ptm
2022-01-30 23:18:37+00:00,schapp pagi sender ptm jadi,schapp pagi sender ptm jadi
2022-01-30 22:49:20+00:00,sudah sama ptm,sudah sama ptm
2022-01-30 22:42:48+00:00,rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian,rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian
2022-01-30 22:42:12+00:00,apapun aku mager sekolah bukan mslh kejepit ato liburnya cmn aku dr yang lalu udh ptm,apapun aku mager sekolah bukan mslh kejepit ato liburnya cmn aku dr lalu udh ptm
2022-01-30 18:01:12+00:00,rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptmlanjut ptm,rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptmlanjut ptm
2022-01-30 17:28:15+00:00,first ptm setelah hampir lebih cuman sampe jam set lamanya berasa banget udah kayak setengah la,first ptm setelah hampir lebih cuman sampe jam set lamanya berasa banget udah kayak setengah la
2022-01-30 16:05:50+00:00,rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptm lanjut ptm,rt sch thoughts ada pilihan sebenernya kata aku balik pjj ptm lanjut ptm
2022-01-30 15:21:04+00:00,sekalian pjj aja soalnya kel ptm aku ga asik mood cekulah aja xixi,sekalian pjj aja soalnya kel ptm aku asik mood cekulah aja xixi
2022-01-30 15:11:44+00:00,mingdep ptm lagi jing,ptm lagi jing
2022-01-30 15:09:32+00:00,setengah ptm setengah pjj,setengah ptm setengah pjj
2022-01-30 15:09:05+00:00,rt silent jogja kembali berlakukan ptm persen setelah bbrp siswa positifsmg segera landai lagi,rt silent jogja kembali berlakukan ptm persen setelah bbrp siswa positifsmg segera landai lagi
2022-01-30 14:36:54+00:00,eh ada ingfo kalo besok di sesi lagi alias ptm,eh ada ingfo kalo besok di sesi lagi alias ptm
2022-01-30 14:35:35+00:00,yang positif aja trus jdi ptm sm guru guru jdi lebih sering sidak prokes dadakan,positif aja trus jdi ptm sm guru guru jdi lebih sering sidak prokes dadakan
2022-01-30 14:30:19+00:00,pengennya ptm,pengennya ptm
2022-01-30 14:26:02+00:00,ptm bakal lagi,ptm bakal lagi
2022-01-30 14:25:41+00:00,akuuu sekolah bilangnya dari prov jateng bukan pjj tadinya ptm dikurangi jadi atau pjj,akuuu sekolah bilangnya dari prov jateng bukan pjj tadinya ptm dikurangi jadi atau pjj
2022-01-30 14:23:24+00:00,sblm daring lagi gua ge ptm belum pernah,sblm daring lagi gua ge ptm belum pernah
2022-01-30 14:16:24+00:00,aku jakarta ptm jadi pjj sisahnya ptm sekolah lain,aku jakarta ptm jadi pjj sisahnya ptm sekolah lain
2022-01-30 14:15:40+00:00,punya gue ptm,punya gue ptm
2022-01-30 14:03:49+00:00,deng wkakajwj mulai besok ptm lagi gue suka ptm really really fun tho,deng wkakajwj mulai besok ptm lagi gue suka ptm really really fun tho
2022-01-30 14:00:47+00:00,sekolah kalbar ptm mungkin kedepannya ptm,sekolah kalbar ptm mungkin kedepannya ptm
2022-01-30 13:51:04+00:00,rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian,rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian
2022-01-30 13:49:26+00:00,bekasi dari pusat nder sebenernya ptm balik lagi,bekasi dari pusat nder sebenernya ptm balik lagi
2022-01-30 13:47:07+00:00,gatau katanya mau balik ptm,gatau katanya mau balik ptm
2022-01-30 13:45:39+00:00,ptm menurutku efisien sekelas sma aja pasti ngelanggar prokes kaya jaga jarak,ptm menurutku efisien sekelas sma aja pasti ngelanggar prokes kaya jaga jarak
2022-01-30 13:43:37+00:00,woii skolahku tbt jdi ptm persen lgi njrr gue sesi anjg,woii skolahku tbt jdi ptm persen lgi njrr gue sesi anjg
2022-01-30 13:42:36+00:00,udh seneng ptm tau dibikin smoga aja daring lagi,udh seneng ptm tau dibikin smoga aja daring lagi
2022-01-30 13:36:59+00:00,gue gamau pjj gamau ptm maunya ptm ajaaaa,gue gamau pjj gamau ptm maunya ptm ajaaaa
2022-01-30 13:24:27+00:00,nder ptm,nder ptm
2022-01-30 13:23:57+00:00,ptm dari nder,ptm dari nder
2022-01-30 13:18:17+00:00,rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian,rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian
2022-01-30 13:17:54+00:00,jd besok harusnya mulai ptm sekolah emang mulai ptm besok karena kemaren,jd besok harusnya mulai ptm sekolah emang mulai ptm besok karena kemaren
2022-01-30 13:17:04+00:00,dpr minta evaluasi ptm persen turun jadi persen,dpr minta evaluasi ptm persen turun jadi persen
2022-01-30 13:12:22+00:00,dari rencana ptm diturunin jadi sekarang jadi,dari rencana ptm diturunin jadi sekarang jadi
2022-01-30 13:08:13+00:00,rt kasus covid meningkat kaji ulang ptm xexxcpenghentian ptm merupakan opsi dilakukan berbasis kajian,rt kasus covid meningkat kaji ulang ptm xexxcpenghentian ptm merupakan opsi dilakukan berbasis kajian
2022-01-30 13:06:10+00:00,eh samaa gua kalo ptm suka mata pelajaran mtk kimia sm pjok soalnya olahraga sisanya kabur kantin,eh samaa gua kalo ptm suka mata pelajaran mtk kimia sm pjok soalnya olahraga sisanya kabur kantin
2022-01-30 13:04:23+00:00,kesel ptm mulai besok,kesel ptm mulai besok
2022-01-30 13:03:23+00:00,mulai ptm lagi,mulai ptm lagi
2022-01-30 13:02:33+00:00,sekolah daring lagipadahal udah nyaman sama ptm ginisetidaknya masuk sekolah,sekolah daring lagipadahal udah nyaman sama ptm ginisetidaknya masuk sekolah
2022-01-30 13:02:21+00:00,mending pjj gasih kalo kaya soalnya kalo ptm sedikit,mending pjj gasih kalo kaya soalnya kalo ptm sedikit
2022-01-30 13:02:19+00:00,klo di bolehin pjj yaudah aja maksa banget mau ptm,klo di bolehin pjj yaudah aja maksa banget mau ptm
2022-01-30 12:59:54+00:00,balik full pjj atau pjj sama ptm tp yang ptm udah vaksin dua aja,balik full pjj atau pjj sama ptm tp ptm udah vaksin dua aja
2022-01-30 12:57:54+00:00,sch thoughts ada pilihan sebenernya kata aku balik pjj ptmlanjut ptm,sch thoughts ada pilihan sebenernya kata aku balik pjj ptmlanjut ptm
2022-01-30 12:52:03+00:00,dom serang ptm untungnya belum ada omongan bakal pjj kalau jangannn,dom serang ptm untungnya belum ada omongan bakal pjj kalau jangannn
2022-01-30 12:47:37+00:00,gatau soalnya dari dibukanya ptm sampe kasus pertama di sklh gua semoga,gatau soalnya dari dibukanya ptm sampe kasus pertama di sklh gua semoga
2022-01-30 12:40:02+00:00,aaaaaa bsk ptm lagiiii huhu seru bgttt padahal kemarin udh ptm,aaaaaa bsk ptm lagiiii huhu seru bgttt kemarin udh ptm
2022-01-30 12:25:05+00:00,wih ptm full punya udah balik lagi,wih ptm full punya udah balik lagi
2022-01-30 12:20:38+00:00,kayanya cuma sekolahku aja deh di malang entah bene ato soalnya sekolahku sekarang yang,kayanya cuma sekolahku aja deh di malang entah bene ato soalnya sekolahku sekarang
2022-01-30 12:15:08+00:00,ptm udah full kelas kelas sama,ptm udah full kelas kelas sama
2022-01-30 11:59:23+00:00,aku balik ptm jadi masuknya gantian lagi,aku balik ptm jadi masuknya gantian lagi
2022-01-30 11:57:33+00:00,covid meningkat dpr minta ptm turun jadi persen,covid meningkat dpr minta ptm turun jadi persen
2022-01-30 11:57:15+00:00,tp jg krn ptm kantin buka kantin tutup alhamdulillah aman aja,tp jg krn ptm kantin buka kantin tutup alhamdulillah aman aja
2022-01-30 11:48:35+00:00,jujur gue senengseneng aja karena full ptm full ptm udah disuruh lagi anjj,jujur gue senengseneng aja karena full ptm full ptm udah disuruh lagi anjj
2022-01-30 11:48:33+00:00,kalo punyaku besok mulai ptm lagi tau,kalo punyaku besok mulai ptm lagi tau
2022-01-30 11:46:32+00:00,ehh asikk aku jadinya ptm karena sma tetangga ada positif mungkin di sekolahku ada,ehh asikk aku jadinya ptm karena sma tetangga ada positif mungkin di sekolahku ada
2022-01-30 11:30:47+00:00,pingin ptm lagiii,pingin ptm lagiii
2022-01-30 11:19:39+00:00,siallll sekolahku ptm lagiii,siallll sekolahku ptm lagiii
2022-01-30 11:17:37+00:00,dom kalian ptm atau moots,dom kalian ptm atau moots
2022-01-30 11:01:13+00:00,ptm atau alasannya,ptm atau alasannya
2022-01-30 10:56:59+00:00,jdi ptm pelajaran produktif ajasi yang kayak praktikum gtuu sama ditambah mtkpjokbk,jdi ptm pelajaran produktif ajasi kayak praktikum gtuu sama ditambah mtkpjokbk
2022-01-30 10:56:03+00:00,rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian,rt kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis kajian
2022-01-30 10:55:06+00:00,ptm sidang pkl,ptm sidang pkl
2022-01-30 10:53:25+00:00,kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis,kasus covid meningkat kaji ulang ptm penghentian ptm merupakan opsi dilakukan berbasis
2022-01-30 10:39:20+00:00,sekolah ak gaada covid ptm trsss gpp deh kalo mah ngeri circle,sekolah ak gaada covid ptm trsss gpp deh kalo mah ngeri circle
2022-01-30 10:30:17+00:00,pjj selang seling kak jd sama aja yang ptm pjj aku dapetnya anjrit malesss,pjj selang seling kak jd sama aja ptm pjj aku dapetnya anjrit malesss
2022-01-30 10:13:07+00:00,ptm lagi,ptm lagi
2022-01-30 10:10:49+00:00,udah nyaman ptm mau ptmt huftt,udah nyaman ptm mau ptmt huftt
2022-01-30 10:03:36+00:00,wkwkwkwkwkwk km sekolahnya ptm jg kah,wkwkwkwkwkwk km sekolahnya ptm jg kah
2022-01-30 09:55:51+00:00,pjj balik lagi ptm,pjj balik lagi ptm
2022-01-30 09:49:22+00:00,ptm besok daring soalnya dipake kelas buat tes minat bakat,ptm besok daring soalnya dipake kelas buat tes minat bakat
2022-01-30 09:28:48+00:00,sekolahku tiba depan rubah dari ptm jadi ptm pjj,sekolahku tiba depan rubah dari ptm jadi ptm pjj
2022-01-30 09:22:36+00:00,dpr minta evaluasi ptm persen turun jadi persen,dpr minta evaluasi ptm persen turun jadi persen
2022-01-30 08:54:39+00:00,jadi ptm soalnya sma sebelah ada kena omicron,jadi ptm soalnya sma sebelah ada kena omicron
2022-01-30 08:48:41+00:00,kemarin bsk wadidaw kagett dong bsk ptm,kemarin bsk wadidaw kagett dong bsk ptm
2022-01-30 08:37:59+00:00,dari awal masuk sampe sekarang nder ptm pjj,dari awal masuk sampe sekarang nder ptm pjj
2022-01-30 08:29:57+00:00,energy school positive bukannya dibikin pjj semua malah tetep ptm walaupun kayaknya kalo ada,energy school positive bukannya dibikin pjj semua malah tetep ptm walaupun kayaknya kalo ada
2022-01-30 07:55:51+00:00,iya pjj ptm,iya pjj ptm
2022-01-30 07:49:03+00:00,dom semarang sekolahnya tetep ptm atau jadi,dom semarang sekolahnya tetep ptm atau jadi
